"","KEY","STATECD","COUNTYCD","PLOT","t0","t1","t2","t3","N_REM","CONDITION","subplot_list"
"1214","55_125_20388",55,125,20388,2004,2009,2015,0,3,"M",2314
"1215","55_125_20389",55,125,20389,2004,2009,2015,0,3,"F",1243
"1216","55_125_20390",55,125,20390,2000,2005,2010,2015,4,"F",1423
"1217","55_125_20392",55,125,20392,2000,2005,2010,2016,4,"F",3421
"1218","55_125_20393",55,125,20393,2000,2005,2010,2016,4,"F",2431
"1219","55_125_20394",55,125,20394,2000,2005,2010,2015,4,"F",1423
"1220","55_125_20395",55,125,20395,2000,2005,2010,2015,4,"F",4321
"1221","55_125_20396",55,125,20396,2000,2005,2010,2016,4,"F",4123
"1222","55_125_20397",55,125,20397,2000,2005,2010,2015,4,"M",2314
"1223","55_125_20398",55,125,20398,2000,2005,2010,2015,4,"F",3124
"1224","55_125_20399",55,125,20399,2000,2005,2010,2015,4,"F",3142
"1225","55_125_20400",55,125,20400,2000,2005,2010,2016,4,"F",4213
"1226","55_125_20401",55,125,20401,2000,2005,2010,2016,4,"F",3142
"1227","55_125_20402",55,125,20402,2000,2005,2010,2015,4,"F",2341
"1228","55_125_20404",55,125,20404,2000,2005,2010,2016,4,"F",2134
"1229","55_125_20405",55,125,20405,2000,2005,2010,2015,4,"M",1432
"1230","55_125_20406",55,125,20406,2000,2005,2010,2016,4,"M",2134
"1231","55_125_20407",55,125,20407,2001,2006,2011,2016,4,"F",2134
"1232","55_125_20408",55,125,20408,2001,2006,2011,2017,4,"F",2431
"1233","55_125_20409",55,125,20409,2001,2006,2011,2017,4,"F",2413
"1234","55_125_20410",55,125,20410,2001,2006,2011,2017,4,"F",4132
"1235","55_125_20412",55,125,20412,2001,2006,2011,2017,4,"F",4231
"1236","55_125_20414",55,125,20414,2001,2006,2011,2017,4,"M",1342
"1237","55_125_20415",55,125,20415,2001,2006,2011,2017,4,"F",2314
"1238","55_125_20417",55,125,20417,2001,2006,2011,2016,4,"F",3412
"1239","55_125_20418",55,125,20418,2001,2006,2011,2018,4,"F",4123
"1240","55_125_20420",55,125,20420,2001,2006,2011,2017,4,"F",3421
"1241","55_125_20421",55,125,20421,2001,2006,2011,2017,4,"M",4312
"1242","55_125_20422",55,125,20422,2001,2006,2011,2017,4,"M",1342
"1243","55_125_20436",55,125,20436,2001,2006,2011,2017,4,"F",3412
"1244","55_125_20437",55,125,20437,2001,2006,2011,2017,4,"F",2314
"1245","55_125_20439",55,125,20439,2001,2006,2011,2017,4,"F",1423
"1246","55_125_20440",55,125,20440,2002,2007,2012,2019,4,"F",1423
"1247","55_125_20441",55,125,20441,2002,2007,2012,2018,4,"F",2431
"1248","55_125_20442",55,125,20442,2002,2007,2012,2018,4,"F",1432
"1249","55_125_20443",55,125,20443,2002,2007,2012,2019,4,"F",1432
"1250","55_125_20444",55,125,20444,2002,2007,2012,2019,4,"F",2314
"1251","55_125_20445",55,125,20445,2002,2007,2012,2018,4,"F",3214
"1252","55_125_20446",55,125,20446,2002,2007,2012,2019,4,"F",2134
"1253","55_125_20447",55,125,20447,2002,2007,2012,2018,4,"F",2143
"1254","55_125_20450",55,125,20450,2002,2007,2012,2018,4,"M",1243
"1255","55_125_20452",55,125,20452,2002,2007,2012,2019,4,"M",1432
"1256","55_125_20453",55,125,20453,2002,2007,2012,2018,4,"F",3412
"1257","55_125_20456",55,125,20456,2003,2008,2013,2019,4,"F",2431
"1258","55_125_20457",55,125,20457,2003,2008,2013,0,3,"F",2314
"1259","55_125_20458",55,125,20458,2003,2008,2013,0,3,"F",2431
"1260","55_125_20459",55,125,20459,2003,2008,2013,0,3,"F",2341
"1261","55_125_20460",55,125,20460,2003,2008,2013,0,3,"M",3241
"1262","55_125_20461",55,125,20461,2003,2008,2013,0,3,"F",1243
"1263","55_125_20462",55,125,20462,2003,2008,2013,0,3,"F",4132
"1264","55_125_20464",55,125,20464,2003,2008,2013,0,3,"F",2314
"1265","55_125_20465",55,125,20465,2003,2008,2013,2019,4,"F",3124
"1266","55_125_20466",55,125,20466,2003,2008,2013,2019,4,"M",2341
"1267","55_125_20467",55,125,20467,2003,2008,2013,2019,4,"F",3421
"1268","55_125_20468",55,125,20468,2003,2008,2013,2019,4,"F",3124
"1269","55_125_20469",55,125,20469,2003,2008,2013,0,3,"F",4321
"1270","55_125_20485",55,125,20485,2003,2008,2013,0,3,"F",1432
"1271","55_125_20487",55,125,20487,2004,2009,2015,0,3,"M",3142
"1272","55_125_20488",55,125,20488,2004,2009,2014,0,3,"F",4213
"1273","55_125_20489",55,125,20489,2004,2009,2014,0,3,"F",4123
"1274","55_125_20490",55,125,20490,2004,2009,2015,0,3,"F",2413
"1275","55_125_20491",55,125,20491,2004,2009,2015,0,3,"F",4123
"1276","55_125_20492",55,125,20492,2004,2009,2014,0,3,"F",4231
"1277","55_125_20493",55,125,20493,2004,2009,2014,0,3,"F",2143
"1278","55_125_20495",55,125,20495,2004,2009,2014,0,3,"F",3241
"1279","55_125_20497",55,125,20497,2004,2009,2014,0,3,"F",3241
"1280","55_125_20498",55,125,20498,2004,2009,2014,0,3,"M",2431
"1281","55_125_20499",55,125,20499,2004,2009,2014,0,3,"M",1243
"1282","55_125_20501",55,125,20501,2004,2009,2014,0,3,"M",2341
"1283","55_125_20502",55,125,20502,2004,2009,2014,0,3,"F",3124
"1284","55_125_20503",55,125,20503,2004,2009,2014,0,3,"F",1342
"1285","55_125_20504",55,125,20504,2004,2009,2014,0,3,"F",4231
"1286","55_125_20505",55,125,20505,2004,2009,2015,0,3,"F",2431
"1287","55_125_29001",55,125,29001,2000,2005,2010,2016,4,"F",4321
"1288","55_125_29005",55,125,29005,2002,2007,2012,2018,4,"M",1243
"1289","55_125_29006",55,125,29006,2004,2009,2014,0,3,"F",2431
"1290","55_125_29007",55,125,29007,2004,2009,2015,0,3,"F",2314
"1291","55_125_29009",55,125,29009,2001,2006,2011,2018,4,"F",2143
"1292","55_125_29012",55,125,29012,2000,2005,2010,2016,4,"F",2314
"1293","55_125_29013",55,125,29013,2001,2006,2011,2017,4,"F",3241
"1294","55_125_29015",55,125,29015,2002,2007,2012,2019,4,"F",1342
"1295","55_125_29018",55,125,29018,2001,2006,2011,2017,4,"F",1423
"1296","55_125_29019",55,125,29019,2002,2007,2012,2019,4,"F",3412
"1297","55_125_29020",55,125,29020,2004,2009,2015,0,3,"F",4123
"1298","55_127_20002",55,127,20002,2002,2007,2012,2019,4,"M",4321
"1299","55_127_20065",55,127,20065,2001,2006,2011,2017,4,"M",3142
"1300","55_127_20070",55,127,20070,2001,2006,2011,2016,4,"M",2134
"1301","55_127_20104",55,127,20104,2000,2005,2010,2015,4,"F",1243
"1302","55_127_20141",55,127,20141,2001,2006,2011,2017,4,"M",3142
"1303","55_127_20144",55,127,20144,2002,2007,2012,2019,4,"F",4132
"1304","55_127_20179",55,127,20179,2000,2005,2010,2015,4,"M",4312
"1305","55_127_20187",55,127,20187,2000,2005,2010,2015,4,"F",4132
"1306","55_127_20205",55,127,20205,2004,2009,2014,0,3,"M",3421
"1307","55_127_20212",55,127,20212,2004,2009,2014,0,3,"F",3241
"1308","55_127_20213",55,127,20213,2004,2009,2015,0,3,"M",2143
"1309","55_127_20215",55,127,20215,2000,2005,2010,2015,4,"F",4321
"1310","55_127_20216",55,127,20216,2004,2009,2015,0,3,"F",3142
"1311","55_127_20223",55,127,20223,2000,2005,2010,2015,4,"M",1342
"1312","55_127_20224",55,127,20224,2000,2005,2010,2016,4,"M",3214
"1313","55_127_20227",55,127,20227,2000,2005,2010,2016,4,"M",1234
"1314","55_127_20230",55,127,20230,2001,2006,2011,2017,4,"M",4321
"1315","55_127_20251",55,127,20251,2001,2006,2011,2017,4,"F",2431
"1316","55_127_20264",55,127,20264,2002,2007,2012,2019,4,"M",3124
"1317","55_127_20266",55,127,20266,2003,2008,2013,0,3,"F",2134
"1318","55_127_20289",55,127,20289,2004,2009,2014,0,3,"M",1234
"1319","55_127_20292",55,127,20292,2004,2009,2014,0,3,"F",1342
"1320","55_129_20002",55,129,20002,2001,2006,2011,2017,4,"F",1243
"1321","55_129_20004",55,129,20004,2004,2009,2015,0,3,"F",3214
"1322","55_129_20005",55,129,20005,2004,2009,2014,0,3,"F",1432
"1323","55_129_20006",55,129,20006,2002,2007,2012,2018,4,"M",4213
"1324","55_129_20016",55,129,20016,2003,2008,2013,0,3,"F",1432
"1325","55_129_20028",55,129,20028,2000,2005,2010,2016,4,"F",3124
"1326","55_129_20029",55,129,20029,2001,2006,2011,2017,4,"M",1234
"1327","55_129_20031",55,129,20031,2003,2008,2013,0,3,"F",3412
"1328","55_129_20041",55,129,20041,2003,2008,2013,0,3,"M",2431
"1329","55_129_20045",55,129,20045,2002,2007,2012,2019,4,"F",3412
"1330","55_129_20049",55,129,20049,2001,2006,2011,2016,4,"F",1234
"1331","55_129_20050",55,129,20050,2004,2009,2014,0,3,"F",4123
"1332","55_129_20058",55,129,20058,2000,2005,2010,2016,4,"F",2134
"1333","55_129_20060",55,129,20060,2001,2006,2011,2018,4,"F",1324
"1334","55_129_20063",55,129,20063,2000,2005,2010,2015,4,"M",2134
"1335","55_129_20068",55,129,20068,2000,2005,2010,2016,4,"M",3214
"1336","55_129_20070",55,129,20070,2003,2008,2013,2019,4,"M",3241
"1337","55_129_20073",55,129,20073,2001,2006,2011,2017,4,"F",1342
"1338","55_129_20074",55,129,20074,2004,2009,2014,0,3,"F",4123
"1339","55_129_20078",55,129,20078,2000,2005,2010,2015,4,"F",4132
"1340","55_129_20091",55,129,20091,2002,2007,2012,2019,4,"F",2134
"1341","55_129_20096",55,129,20096,2001,2006,2011,2017,4,"F",3412
"1342","55_129_20099",55,129,20099,2003,2008,2013,0,3,"M",1432
"1343","55_129_20103",55,129,20103,2000,2005,2010,2015,4,"F",2314
"1344","55_129_20116",55,129,20116,2004,2009,2014,0,3,"F",4213
"1345","55_129_20126",55,129,20126,2002,2007,2012,2019,4,"F",4231
"1346","55_129_20128",55,129,20128,2004,2009,2014,0,3,"F",4213
"1347","55_129_20131",55,129,20131,2004,2009,2015,0,3,"M",1234
"1348","55_129_20133",55,129,20133,2000,2005,2010,2015,4,"F",3142
"1349","55_129_20139",55,129,20139,2004,2009,2015,0,3,"F",1324
"1350","55_129_20144",55,129,20144,2000,2005,2010,2016,4,"F",3142
"1351","55_129_20145",55,129,20145,2002,2007,2012,2019,4,"F",3241
"1352","55_129_20153",55,129,20153,2004,2009,2014,0,3,"F",4132
"1353","55_129_20157",55,129,20157,2004,2009,2015,0,3,"F",1234
"1354","55_129_20182",55,129,20182,2002,2007,2012,2019,4,"M",2341
"1355","55_129_20183",55,129,20183,2004,2009,2014,0,3,"F",3241
"1356","55_129_20191",55,129,20191,2004,2009,2014,0,3,"M",2134
"1357","55_129_20195",55,129,20195,2003,2008,2013,0,3,"F",1234
"1358","55_129_20196",55,129,20196,2001,2006,2011,2017,4,"M",3124
"1359","55_129_20205",55,129,20205,2000,2005,2010,2016,4,"F",2413
"1360","55_129_20207",55,129,20207,2003,2008,2013,0,3,"F",2431
"1361","55_129_20220",55,129,20220,2003,2008,2013,0,3,"F",2413
"1362","55_129_20221",55,129,20221,2004,2009,2015,0,3,"F",1432
"1363","55_129_20224",55,129,20224,2001,2006,2011,2016,4,"M",1234
"1364","55_129_20226",55,129,20226,2000,2005,2010,2015,4,"F",4213
"1365","55_129_20227",55,129,20227,2001,2006,2011,2017,4,"F",3241
"1366","55_129_20228",55,129,20228,2001,2006,2011,2018,4,"F",2143
"1367","55_129_20233",55,129,20233,2004,2009,2014,0,3,"M",4132
"1368","55_129_20238",55,129,20238,2000,2005,2010,2016,4,"F",2143
"1369","55_129_20255",55,129,20255,2002,2007,2012,2018,4,"F",3241
"1370","55_129_20264",55,129,20264,2001,2006,2011,2017,4,"M",3421
"1371","55_129_20268",55,129,20268,2002,2007,2012,2018,4,"F",3412
"1372","55_129_20273",55,129,20273,2004,2009,2014,0,3,"M",4213
"1373","55_129_20281",55,129,20281,2004,2009,2014,0,3,"F",4321
"1374","55_129_20283",55,129,20283,2003,2008,2013,0,3,"F",2431
"1375","55_129_20284",55,129,20284,2003,2008,2013,0,3,"M",1243
"1376","55_129_20285",55,129,20285,2001,2006,2011,2017,4,"M",1342
"1377","55_129_20287",55,129,20287,2004,2009,2014,0,3,"F",1234
"1378","55_129_20294",55,129,20294,2000,2005,2010,2015,4,"M",4123
"1379","55_129_20297",55,129,20297,2004,2009,2014,0,3,"F",4132
"1380","55_129_20298",55,129,20298,2002,2007,2012,2018,4,"F",4312
"1381","55_129_20304",55,129,20304,2003,2008,2013,2019,4,"F",3412
"1382","55_129_20305",55,129,20305,2002,2007,2012,2019,4,"M",3412
"1383","55_129_20306",55,129,20306,2002,2007,2012,2018,4,"F",4213
"1384","55_129_20310",55,129,20310,2001,2006,2011,2016,4,"F",1234
"1385","55_129_20314",55,129,20314,2000,2005,2010,2016,4,"F",3421
"1386","55_129_20318",55,129,20318,2004,2009,2015,0,3,"M",2134
"1387","55_129_20325",55,129,20325,2002,2007,2012,2018,4,"F",1432
"1388","55_129_20326",55,129,20326,2002,2007,2012,2019,4,"M",3421
"1389","55_129_20329",55,129,20329,2001,2006,2011,2017,4,"F",1324
"1390","55_129_20330",55,129,20330,2004,2009,2015,0,3,"F",3412
"1391","55_129_20334",55,129,20334,2003,2008,2013,0,3,"M",2431
"1392","55_129_20339",55,129,20339,2003,2008,2013,0,3,"M",2431
"1393","55_129_20341",55,129,20341,2002,2007,2012,2019,4,"F",4213
"1394","55_129_20346",55,129,20346,2002,2007,2012,2018,4,"F",2341
"1395","55_129_20348",55,129,20348,2002,2007,2012,2019,4,"F",2143
"1396","55_129_20349",55,129,20349,2000,2005,2010,2015,4,"M",4213
"1397","55_129_20351",55,129,20351,2003,2008,2013,0,3,"F",1423
"1398","55_129_20354",55,129,20354,2000,2005,2010,2015,4,"F",3412
"1399","55_129_20356",55,129,20356,2000,2005,2010,2016,4,"M",1234
"1400","55_129_20357",55,129,20357,2000,2005,2010,2015,4,"F",3412
"1401","55_129_20358",55,129,20358,2000,2005,2010,2016,4,"F",3412
"1402","55_129_20360",55,129,20360,2000,2005,2010,2016,4,"F",3142
"1403","55_129_20361",55,129,20361,2000,2005,2010,2015,4,"M",4213
"1404","55_129_20362",55,129,20362,2000,2005,2010,2016,4,"M",1342
"1405","55_129_20363",55,129,20363,2000,2005,2010,2016,4,"F",2431
"1406","55_129_20365",55,129,20365,2000,2005,2010,2016,4,"M",3214
"1407","55_129_20367",55,129,20367,2000,2005,2010,2016,4,"M",1324
"1408","55_129_20370",55,129,20370,2001,2006,2011,2018,4,"F",4321
"1409","55_129_20372",55,129,20372,2001,2006,2011,2017,4,"F",4132
"1410","55_129_20373",55,129,20373,2001,2006,2011,2017,4,"F",1243
"1411","55_129_20375",55,129,20375,2001,2006,2011,2016,4,"M",4321
"1412","55_129_20377",55,129,20377,2001,2006,2011,2018,4,"F",1342
"1413","55_129_20378",55,129,20378,2001,2006,2011,2016,4,"F",1324
"1414","55_129_20379",55,129,20379,2001,2006,2011,2017,4,"F",2341
"1415","55_129_20380",55,129,20380,2001,2006,2011,2017,4,"F",1324
"1416","55_129_20381",55,129,20381,2001,2006,2011,2017,4,"M",3124
"1417","55_129_20383",55,129,20383,2001,2006,2011,2017,4,"F",2413
"1418","55_129_20384",55,129,20384,2001,2006,2011,2017,4,"M",2413
"1419","55_129_20398",55,129,20398,2002,2007,2012,2019,4,"M",3142
"1420","55_129_20399",55,129,20399,2002,2007,2012,2018,4,"F",4312
"1421","55_129_20401",55,129,20401,2002,2007,2012,2019,4,"F",4321
"1422","55_129_20402",55,129,20402,2002,2007,2012,2018,4,"F",2314
"1423","55_129_20403",55,129,20403,2002,2007,2012,2018,4,"F",3124
"1424","55_129_20404",55,129,20404,2002,2007,2012,2019,4,"M",1342
"1425","55_129_20405",55,129,20405,2002,2007,2012,2019,4,"F",3214
"1426","55_129_20406",55,129,20406,2002,2007,2012,2018,4,"F",3214
"1427","55_129_20407",55,129,20407,2002,2007,2012,2018,4,"M",4123
"1428","55_129_20408",55,129,20408,2002,2007,2012,2018,4,"F",3214
"1429","55_129_20409",55,129,20409,2002,2007,2012,2018,4,"F",2413
"1430","55_129_20410",55,129,20410,2002,2007,2012,2018,4,"F",1243
"1431","55_129_20411",55,129,20411,2002,2007,2012,2019,4,"F",3421
"1432","55_129_20412",55,129,20412,2002,2007,2012,2018,4,"F",2413
"1433","55_129_20413",55,129,20413,2003,2008,2013,2019,4,"M",4312
"1434","55_129_20414",55,129,20414,2003,2008,2013,2019,4,"M",1423
"1435","55_129_20415",55,129,20415,2003,2008,2013,0,3,"F",4231
"1436","55_129_20416",55,129,20416,2003,2008,2013,2019,4,"F",2413
"1437","55_129_20417",55,129,20417,2003,2008,2013,0,3,"M",1342
"1438","55_129_20418",55,129,20418,2003,2008,2013,0,3,"M",1324
"1439","55_129_20419",55,129,20419,2003,2008,2013,0,3,"F",3142
"1440","55_129_20420",55,129,20420,2003,2008,2013,0,3,"F",4231
"1441","55_129_20421",55,129,20421,2003,2008,2013,0,3,"F",4321
"1442","55_129_20422",55,129,20422,2003,2008,2013,2019,4,"M",1324
"1443","55_129_20424",55,129,20424,2003,2008,2013,0,3,"F",4213
"1444","55_129_20425",55,129,20425,2003,2008,2013,2019,4,"F",4213
"1445","55_129_20426",55,129,20426,2003,2008,2013,0,3,"F",1324
"1446","55_129_20427",55,129,20427,2003,2008,2013,0,3,"F",3412
"1447","55_129_20428",55,129,20428,2003,2008,2013,2019,4,"F",1243
"1448","55_129_20442",55,129,20442,2004,2009,2015,0,3,"F",4132
"1449","55_129_20444",55,129,20444,2004,2009,2014,0,3,"F",1423
"1450","55_129_20446",55,129,20446,2004,2009,2014,0,3,"M",1243
"1451","55_129_20447",55,129,20447,2004,2009,2014,0,3,"M",4321
"1452","55_129_20450",55,129,20450,2004,2009,2014,0,3,"M",1342
"1453","55_129_20451",55,129,20451,2004,2009,2014,0,3,"F",4312
"1454","55_129_20452",55,129,20452,2004,2009,2015,0,3,"F",2431
"1455","55_129_20453",55,129,20453,2004,2009,2015,0,3,"M",4312
"1456","55_129_20465",55,129,20465,2003,2008,2013,2019,4,"F",3214
"1457","55_13_10486",55,13,10486,2006,2011,2017,0,3,"F",2413
"1458","55_13_20003",55,13,20003,2002,2007,2012,2019,4,"F",2431
"1459","55_13_20009",55,13,20009,2001,2006,2011,2017,4,"M",1234
"1460","55_13_20016",55,13,20016,2002,2007,2012,2019,4,"M",2134
"1461","55_13_20019",55,13,20019,2004,2009,2015,0,3,"F",3142
"1462","55_13_20024",55,13,20024,2000,2005,2010,2015,4,"F",2341
"1463","55_13_20030",55,13,20030,2003,2008,2013,0,3,"F",2431
"1464","55_13_20034",55,13,20034,2003,2008,2013,0,3,"F",3142
"1465","55_13_20038",55,13,20038,2004,2009,2015,0,3,"F",3124
"1466","55_13_20039",55,13,20039,2002,2007,2012,2018,4,"M",3241
"1467","55_13_20040",55,13,20040,2000,2005,2010,2016,4,"F",1324
"1468","55_13_20043",55,13,20043,2000,2005,2010,2016,4,"M",1432
"1469","55_13_20045",55,13,20045,2003,2008,2013,0,3,"M",1234
"1470","55_13_20051",55,13,20051,2001,2006,2011,2017,4,"M",3124
"1471","55_13_20056",55,13,20056,2001,2006,2011,2017,4,"F",3412
"1472","55_13_20062",55,13,20062,2000,2005,2010,2016,4,"F",1432
"1473","55_13_20075",55,13,20075,2001,2006,2011,2016,4,"F",2134
"1474","55_13_20078",55,13,20078,2000,2005,2010,2015,4,"F",1324
"1475","55_13_20081",55,13,20081,2003,2008,2013,0,3,"M",4123
"1476","55_13_20083",55,13,20083,2001,2006,2011,2018,4,"F",4123
"1477","55_13_20084",55,13,20084,2004,2009,2014,0,3,"F",4231
"1478","55_13_20090",55,13,20090,2001,2006,2011,2017,4,"F",1234
"1479","55_13_20093",55,13,20093,2002,2007,2012,2018,4,"M",4231
"1480","55_13_20094",55,13,20094,2003,2008,2013,0,3,"M",1243
"1481","55_13_20112",55,13,20112,2002,2007,2012,2018,4,"F",4321
"1482","55_13_20117",55,13,20117,2003,2008,2013,2019,4,"F",3214
"1483","55_13_20120",55,13,20120,2003,2008,2013,0,3,"F",1432
"1484","55_13_20124",55,13,20124,2004,2009,2014,0,3,"M",3124
"1485","55_13_20131",55,13,20131,2003,2008,2013,0,3,"F",2341
"1486","55_13_20140",55,13,20140,2001,2006,2011,2017,4,"M",2413
"1487","55_13_20141",55,13,20141,2002,2007,2012,2018,4,"F",1342
"1488","55_13_20145",55,13,20145,2002,2007,2012,2019,4,"F",3124
"1489","55_13_20152",55,13,20152,2001,2006,2011,2017,4,"F",3214
"1490","55_13_20153",55,13,20153,2002,2007,2012,2018,4,"F",4123
"1491","55_13_20163",55,13,20163,2003,2008,2013,2019,4,"F",1324
"1492","55_13_20167",55,13,20167,2003,2008,2013,2019,4,"M",4312
"1493","55_13_20168",55,13,20168,2001,2006,2011,2017,4,"F",1234
"1494","55_13_20171",55,13,20171,2004,2009,2015,0,3,"F",3142
"1495","55_13_20173",55,13,20173,2001,2006,2011,2017,4,"F",3421
"1496","55_13_20181",55,13,20181,2004,2009,2015,0,3,"M",3124
"1497","55_13_20194",55,13,20194,2001,2006,2011,2017,4,"M",3241
"1498","55_13_20199",55,13,20199,2002,2007,2012,2018,4,"F",4231
"1499","55_13_20201",55,13,20201,2000,2005,2010,2016,4,"F",2413
"1500","55_13_20209",55,13,20209,2002,2007,2012,2018,4,"F",4321
"1501","55_13_20219",55,13,20219,2004,2009,2014,0,3,"F",2413
"1502","55_13_20224",55,13,20224,2001,2006,2011,2017,4,"F",3214
"1503","55_13_20228",55,13,20228,2004,2009,2015,0,3,"F",1234
"1504","55_13_20229",55,13,20229,2003,2008,2013,0,3,"M",2314
"1505","55_13_20236",55,13,20236,2003,2008,2013,0,3,"F",3412
"1506","55_13_20239",55,13,20239,2000,2005,2010,2016,4,"M",4123
"1507","55_13_20243",55,13,20243,2002,2007,2012,2018,4,"F",2341
"1508","55_13_20246",55,13,20246,2003,2008,2013,0,3,"F",1234
"1509","55_13_20247",55,13,20247,2004,2009,2014,0,3,"F",2143
"1510","55_13_20261",55,13,20261,2003,2008,2013,2019,4,"M",1234
"1511","55_13_20263",55,13,20263,2002,2007,2012,2018,4,"F",3124
"1512","55_13_20271",55,13,20271,2003,2008,2013,2019,4,"F",1432
"1513","55_13_20272",55,13,20272,2000,2005,2010,2016,4,"F",2341
"1514","55_13_20273",55,13,20273,2003,2008,2013,0,3,"F",1243
"1515","55_13_20282",55,13,20282,2003,2008,2013,2019,4,"F",2413
"1516","55_13_20283",55,13,20283,2001,2006,2011,2017,4,"M",2413
"1517","55_13_20286",55,13,20286,2001,2006,2011,2016,4,"F",3421
"1518","55_13_20296",55,13,20296,2002,2007,2012,2019,4,"F",3241
"1519","55_13_20299",55,13,20299,2003,2008,2013,2019,4,"M",1342
"1520","55_13_20301",55,13,20301,2004,2009,2014,0,3,"F",4132
"1521","55_13_20327",55,13,20327,2004,2009,2014,0,3,"F",4123
"1522","55_13_20334",55,13,20334,2001,2006,2011,2017,4,"F",1234
"1523","55_13_20335",55,13,20335,2004,2009,2014,0,3,"F",3124
"1524","55_13_20337",55,13,20337,2000,2005,2010,2015,4,"M",2341
"1525","55_13_20344",55,13,20344,2002,2007,2012,2018,4,"M",4321
"1526","55_13_20349",55,13,20349,2004,2009,2014,0,3,"F",2314
"1527","55_13_20350",55,13,20350,2000,2005,2010,2016,4,"M",4123
"1528","55_13_20364",55,13,20364,2004,2009,2014,0,3,"M",2341
"1529","55_13_20368",55,13,20368,2003,2008,2013,0,3,"F",3421
"1530","55_13_20369",55,13,20369,2000,2005,2010,2015,4,"M",2143
"1531","55_13_20371",55,13,20371,2001,2006,2011,2017,4,"M",4123
"1532","55_13_20372",55,13,20372,2000,2005,2010,2015,4,"F",4123
"1533","55_13_20376",55,13,20376,2000,2005,2010,2016,4,"F",4213
"1534","55_13_20379",55,13,20379,2000,2005,2010,2016,4,"F",1342
"1535","55_13_20380",55,13,20380,2000,2005,2010,2016,4,"M",2314
"1536","55_13_20382",55,13,20382,2000,2005,2010,2016,4,"F",1423
"1537","55_13_20383",55,13,20383,2000,2005,2010,2015,4,"F",3142
"1538","55_13_20384",55,13,20384,2000,2005,2010,2015,4,"M",3421
"1539","55_13_20387",55,13,20387,2000,2005,2010,2016,4,"F",4231
"1540","55_13_20390",55,13,20390,2001,2006,2011,2016,4,"F",3142
"1541","55_13_20392",55,13,20392,2001,2006,2011,2017,4,"F",2413
"1542","55_13_20393",55,13,20393,2001,2006,2011,2017,4,"F",1423
"1543","55_13_20394",55,13,20394,2001,2006,2011,2018,4,"F",2413
"1544","55_13_20395",55,13,20395,2001,2006,2011,2016,4,"M",4132
"1545","55_13_20396",55,13,20396,2001,2006,2011,2016,4,"M",2431
"1546","55_13_20397",55,13,20397,2001,2006,2011,2017,4,"M",4213
"1547","55_13_20398",55,13,20398,2001,2006,2011,2017,4,"F",3412
"1548","55_13_20399",55,13,20399,2001,2006,2011,2017,4,"F",3421
"1549","55_13_20400",55,13,20400,2001,2006,2011,2017,4,"M",4231
"1550","55_13_20401",55,13,20401,2001,2006,2011,2018,4,"M",2143
"1551","55_13_20402",55,13,20402,2001,2006,2011,2017,4,"M",4132
"1552","55_13_20419",55,13,20419,2002,2007,2012,2019,4,"M",1432
"1553","55_13_20420",55,13,20420,2002,2007,2012,2019,4,"F",4312
"1554","55_13_20422",55,13,20422,2002,2007,2012,2018,4,"F",2413
"1555","55_13_20423",55,13,20423,2002,2007,2012,2018,4,"M",1432
"1556","55_13_20424",55,13,20424,2002,2007,2012,2018,4,"M",4123
"1557","55_13_20425",55,13,20425,2002,2007,2012,2018,4,"F",2431
"1558","55_13_20426",55,13,20426,2002,2007,2012,2019,4,"F",3412
"1559","55_13_20427",55,13,20427,2002,2007,2012,2019,4,"F",1324
"1560","55_13_20429",55,13,20429,2002,2007,2012,2019,4,"M",4123
"1561","55_13_20430",55,13,20430,2002,2007,2012,2019,4,"M",1324
"1562","55_13_20434",55,13,20434,2002,2007,2012,2018,4,"F",1423
"1563","55_13_20436",55,13,20436,2003,2008,2013,0,3,"F",1342
"1564","55_13_20437",55,13,20437,2003,2008,2013,0,3,"F",2431
"1565","55_13_20440",55,13,20440,2003,2008,2013,0,3,"M",2134
"1566","55_13_20441",55,13,20441,2003,2008,2013,0,3,"M",1423
"1567","55_13_20442",55,13,20442,2003,2008,2013,0,3,"F",2431
"1568","55_13_20443",55,13,20443,2003,2008,2013,0,3,"F",2413
"1569","55_13_20444",55,13,20444,2003,2008,2013,0,3,"F",4123
"1570","55_13_20445",55,13,20445,2003,2008,2013,2019,4,"M",1234
"1571","55_13_20457",55,13,20457,2004,2009,2014,0,3,"F",3241
"1572","55_13_20458",55,13,20458,2004,2009,2014,0,3,"F",4213
"1573","55_13_20459",55,13,20459,2004,2009,2014,0,3,"M",1342
"1574","55_13_20462",55,13,20462,2004,2009,2014,0,3,"M",3412
"1575","55_13_20463",55,13,20463,2004,2009,2014,0,3,"F",2431
"1576","55_13_20464",55,13,20464,2004,2009,2014,0,3,"F",2314
"1577","55_13_20466",55,13,20466,2004,2009,2014,0,3,"M",1234
"1578","55_13_20468",55,13,20468,2004,2009,2015,0,3,"F",2314
"1579","55_13_20469",55,13,20469,2004,2009,2014,0,3,"M",1243
"1580","55_13_20471",55,13,20471,2004,2009,2014,0,3,"F",3124
"1581","55_131_20002",55,131,20002,2001,2006,2011,2017,4,"F",4123
"1582","55_131_20020",55,131,20020,2002,2007,2012,2018,4,"F",4321
"1583","55_131_20026",55,131,20026,2002,2007,2012,2018,4,"F",4132
