LandisData	EcoregionDiameterTable


>>Ecoregion	Species	Age	Diameter
212J prunsero 210 18.797
212J prunsero 211 18.802
212J prunsero 212 18.808
212J prunsero 213 18.813
212J prunsero 214 18.819
212J prunsero 215 18.824
212J prunsero 216 18.83
212J prunsero 217 18.835
212J prunsero 218 18.841
212J prunsero 219 18.846
212J prunsero 220 18.851
212J prunsero 221 18.857
212J prunsero 222 18.862
212J prunsero 223 18.868
212J prunsero 224 18.873
212J prunsero 225 18.879
212J prunsero 226 18.884
212J prunsero 227 18.89
212J prunsero 228 18.895
212J prunsero 229 18.9
212J prunsero 230 18.906
212J prunsero 231 18.911
212J prunsero 232 18.917
212J prunsero 233 18.922
212J prunsero 234 18.928
212J prunsero 235 18.933
212J prunsero 236 18.939
212J prunsero 237 18.944
212J prunsero 238 18.95
212J prunsero 239 18.955
212J prunsero 240 18.96
212J prunsero 241 18.966
212J prunsero 242 18.971
212J prunsero 243 18.977
212J prunsero 244 18.982
212J prunsero 245 18.988
212J prunsero 246 18.993
212J prunsero 247 18.999
212J prunsero 248 19.004
212J prunsero 249 19.01
212J prunsero 250 19.015
212J prunsero 251 19.02
212J prunsero 252 19.026
212J prunsero 253 19.031
212J prunsero 254 19.037
212J prunsero 255 19.042
212J prunsero 256 19.048
212J prunsero 257 19.053
212J prunsero 258 19.059
212J prunsero 259 19.064
212J prunsero 260 19.069
212J prunsero 261 19.075
212J prunsero 262 19.08
212J prunsero 263 19.086
212J prunsero 264 19.091
212J prunsero 265 19.097
212J prunsero 266 19.102
212J prunsero 267 19.108
212J prunsero 268 19.113
212J prunsero 269 19.119
212J prunsero 270 19.124
212J prunsero 271 19.129
212J prunsero 272 19.135
212J prunsero 273 19.14
212J prunsero 274 19.146
212J prunsero 275 19.151
212J prunsero 276 19.157
212J prunsero 277 19.162
212J prunsero 278 19.168
212J prunsero 279 19.173
212J prunsero 280 19.178
212J prunsero 281 19.184
212J prunsero 282 19.189
212J prunsero 283 19.195
212J prunsero 284 19.2
212J prunsero 285 19.206
212J prunsero 286 19.211
212J prunsero 287 19.217
212J prunsero 288 19.222
212J prunsero 289 19.228
212J prunsero 290 19.233
212J prunsero 291 19.238
212J prunsero 292 19.244
212J prunsero 293 19.249
212J prunsero 294 19.255
212J prunsero 295 19.26
212J prunsero 296 19.266
212J prunsero 297 19.271
212J prunsero 298 19.277
212J prunsero 299 19.282
212J prunsero 300 19.287
212J prunsero 301 19.293
212J prunsero 302 19.298
212J prunsero 303 19.304
212J prunsero 304 19.309
212J prunsero 305 19.315
212J prunsero 306 19.32
212J prunsero 307 19.326
212J prunsero 308 19.331
212J prunsero 309 19.337
212J prunsero 310 19.342
212J prunsero 311 19.347
212J prunsero 312 19.353
212J prunsero 313 19.358
212J prunsero 314 19.364
212J prunsero 315 19.369
212J prunsero 316 19.375
212J prunsero 317 19.38
212J prunsero 318 19.386
212J prunsero 319 19.391
212J prunsero 320 19.397
212J prunsero 321 19.402
212J prunsero 322 19.407
212J prunsero 323 19.413
212J prunsero 324 19.418
212J prunsero 325 19.424
212J prunsero 326 19.429
212J prunsero 327 19.435
212J prunsero 328 19.44
212J prunsero 329 19.446
212J prunsero 330 19.451
212J prunsero 331 19.456
212J prunsero 332 19.462
212J prunsero 333 19.467
212J prunsero 334 19.473
212J prunsero 335 19.478
212J prunsero 336 19.484
212J prunsero 337 19.489
212J prunsero 338 19.495
212J prunsero 339 19.5
212J prunsero 340 19.506
212J prunsero 341 19.511
212J prunsero 342 19.516
212J prunsero 343 19.522
212J prunsero 344 19.527
212J prunsero 345 19.533
212J prunsero 346 19.538
212J prunsero 347 19.544
212J prunsero 348 19.549
212J prunsero 349 19.555
212J prunsero 350 19.56
212J prunsero 351 19.565
212J prunsero 352 19.571
212J prunsero 353 19.576
212J prunsero 354 19.582
212J prunsero 355 19.587
212J prunsero 356 19.593
212J prunsero 357 19.598
212J prunsero 358 19.604
212J prunsero 359 19.609
212J prunsero 360 19.615
212J prunsero 361 19.62
212J prunsero 362 19.625
212J prunsero 363 19.631
212J prunsero 364 19.636
212J prunsero 365 19.642
212J prunsero 366 19.647
212J prunsero 367 19.653
212J prunsero 368 19.658
212J prunsero 369 19.664
212J prunsero 370 19.669
212J prunsero 371 19.674
212J prunsero 372 19.68
212J prunsero 373 19.685
212J prunsero 374 19.691
212J prunsero 375 19.696
212J prunsero 376 19.702
212J prunsero 377 19.707
212J prunsero 378 19.713
212J prunsero 379 19.718
212J prunsero 380 19.724
212J prunsero 381 19.729
212J prunsero 382 19.734
212J prunsero 383 19.74
212J prunsero 384 19.745
212J prunsero 385 19.751
212J prunsero 386 19.756
212J prunsero 387 19.762
212J prunsero 388 19.767
212J prunsero 389 19.773
212J prunsero 390 19.778
212J prunsero 391 19.784
212J prunsero 392 19.789
212J prunsero 393 19.794
212J prunsero 394 19.8
212J prunsero 395 19.805
212J prunsero 396 19.811
212J prunsero 397 19.816
212J prunsero 398 19.822
212J prunsero 399 19.827
212J prunsero 400 19.833
212J prunsero 401 19.838
212J prunsero 402 19.843
212J prunsero 403 19.849
212J prunsero 404 19.854
212J prunsero 405 19.86
212J prunsero 406 19.865
212J prunsero 407 19.871
212J prunsero 408 19.876
212J prunsero 409 19.882
212J prunsero 410 19.887
212J prunsero 411 19.893
212J prunsero 412 19.898
212J prunsero 413 19.903
212J prunsero 414 19.909
212J prunsero 415 19.914
212J prunsero 416 19.92
212J prunsero 417 19.925
212J prunsero 418 19.931
212J prunsero 419 19.936
212J prunsero 420 19.942
212J prunsero 421 19.947
212J prunsero 422 19.952
212J prunsero 423 19.958
212J prunsero 424 19.963
212J prunsero 425 19.969
212J prunsero 426 19.974
212J prunsero 427 19.98
212J prunsero 428 19.985
212J prunsero 429 19.991
212J prunsero 430 19.996
212J prunsero 431 20.002
212J prunsero 432 20.007
212J prunsero 433 20.012
212J prunsero 434 20.018
212J prunsero 435 20.023
212J prunsero 436 20.029
212J prunsero 437 20.034
212J prunsero 438 20.04
212J prunsero 439 20.045
212J prunsero 440 20.051
212J prunsero 441 20.056
212J prunsero 442 20.062
212J prunsero 443 20.067
212J prunsero 444 20.072
212J prunsero 445 20.078
212J prunsero 446 20.083
212J prunsero 447 20.089
212J prunsero 448 20.094
212J prunsero 449 20.1
212J prunsero 450 20.105
212J prunsero 451 20.111
212J prunsero 452 20.116
212J prunsero 453 20.121
212J prunsero 454 20.127
212J prunsero 455 20.132
212J prunsero 456 20.138
212J prunsero 457 20.143
212J prunsero 458 20.149
212J prunsero 459 20.154
212J prunsero 460 20.16
212J prunsero 461 20.165
212J prunsero 462 20.171
212J prunsero 463 20.176
212J prunsero 464 20.181
212J prunsero 465 20.187
212J prunsero 466 20.192
212J prunsero 467 20.198
212J prunsero 468 20.203
212J prunsero 469 20.209
212J prunsero 470 20.214
212J prunsero 471 20.22
212J prunsero 472 20.225
212J prunsero 473 20.23
212J prunsero 474 20.236
212J prunsero 475 20.241
212J prunsero 476 20.247
212J prunsero 477 20.252
212J prunsero 478 20.258
212J prunsero 479 20.263
212J prunsero 480 20.269
212J prunsero 481 20.274
212J prunsero 482 20.28
212J prunsero 483 20.285
212J prunsero 484 20.29
212J prunsero 485 20.296
212J prunsero 486 20.301
212J prunsero 487 20.307
212J prunsero 488 20.312
212J prunsero 489 20.318
212J prunsero 490 20.323
212J prunsero 491 20.329
212J prunsero 492 20.334
212J prunsero 493 20.339
212J prunsero 494 20.345
212J prunsero 495 20.35
212J prunsero 496 20.356
212J prunsero 497 20.361
212J prunsero 498 20.367
212J prunsero 499 20.372
212J prunsero 500 20.378
212J prunsero 501 20.383
212J prunsero 502 20.389
212J prunsero 503 20.394
212J prunsero 504 20.399
212J prunsero 505 20.405
212J prunsero 506 20.41
212J prunsero 507 20.416
212J prunsero 508 20.421
212J prunsero 509 20.427
212J prunsero 510 20.432
212J prunsero 511 20.438
212J prunsero 512 20.443
212J prunsero 513 20.449
212J prunsero 514 20.454
212J prunsero 515 20.459
212J prunsero 516 20.465
212J prunsero 517 20.47
212J prunsero 518 20.476
212J prunsero 519 20.481
212J prunsero 520 20.487
212J prunsero 521 20.492
212J prunsero 522 20.498
212J prunsero 523 20.503
212J prunsero 524 20.508
212J prunsero 525 20.514
212J prunsero 526 20.519
212J prunsero 527 20.525
212J prunsero 528 20.53
212J prunsero 529 20.536
212J prunsero 530 20.541
212J prunsero 531 20.547
212J prunsero 532 20.552
212J prunsero 533 20.558
212J prunsero 534 20.563
212J prunsero 535 20.568
212J prunsero 536 20.574
212J prunsero 537 20.579
212J prunsero 538 20.585
212J prunsero 539 20.59
212J prunsero 540 20.596
212J prunsero 541 20.601
212J prunsero 542 20.607
212J prunsero 543 20.612
212J prunsero 544 20.617
212J prunsero 545 20.623
212J prunsero 546 20.628
212J prunsero 547 20.634
212J prunsero 548 20.639
212J prunsero 549 20.645
212J prunsero 550 20.65
212J prunsero 551 20.656
212J prunsero 552 20.661
212J prunsero 553 20.667
212J prunsero 554 20.672
212J prunsero 555 20.677
212J prunsero 556 20.683
212J prunsero 557 20.688
212J prunsero 558 20.694
212J prunsero 559 20.699
212J prunsero 560 20.705
212J prunsero 561 20.71
212J prunsero 562 20.716
212J prunsero 563 20.721
212J prunsero 564 20.726
212J prunsero 565 20.732
212J prunsero 566 20.737
212J prunsero 567 20.743
212J prunsero 568 20.748
212J prunsero 569 20.754
212J prunsero 570 20.759
212J prunsero 571 20.765
212J prunsero 572 20.77
212J prunsero 573 20.776
212J prunsero 574 20.781
212J prunsero 575 20.786
212J prunsero 576 20.792
212J prunsero 577 20.797
212J prunsero 578 20.803
212J prunsero 579 20.808
212J prunsero 580 20.814
212J prunsero 581 20.819
212J prunsero 582 20.825
212J prunsero 583 20.83
212J prunsero 584 20.836
212J prunsero 585 20.841
212J prunsero 586 20.846
212J prunsero 587 20.852
212J prunsero 588 20.857
212J prunsero 589 20.863
212J prunsero 590 20.868
212J prunsero 591 20.874
212J prunsero 592 20.879
212J prunsero 593 20.885
212J prunsero 594 20.89
212J prunsero 595 20.895
212J prunsero 596 20.901
212J prunsero 597 20.906
212J prunsero 598 20.912
212J prunsero 599 20.917
212J prunsero 600 20.923
212J prunsero 601 20.928
212J prunsero 602 20.934
212J prunsero 603 20.939
212J prunsero 604 20.945
212J prunsero 605 20.95
212J prunsero 606 20.955
212J prunsero 607 20.961
212J prunsero 608 20.966
212J prunsero 609 20.972
212J prunsero 610 20.977
212J prunsero 611 20.983
212J prunsero 612 20.988
212J prunsero 613 20.994
212J prunsero 614 20.999
212J prunsero 615 21.004
212J prunsero 616 21.01
212J prunsero 617 21.015
212J prunsero 618 21.021
212J prunsero 619 21.026
212J prunsero 620 21.032
212J prunsero 621 21.037
212J prunsero 622 21.043
212J prunsero 623 21.048
212J prunsero 624 21.054
212J prunsero 625 21.059
212J prunsero 626 21.064
212J prunsero 627 21.07
212J prunsero 628 21.075
212J prunsero 629 21.081
212J prunsero 630 21.086
212J prunsero 631 21.092
212J prunsero 632 21.097
212J prunsero 633 21.103
212J prunsero 634 21.108
212J prunsero 635 21.113
212J prunsero 636 21.119
212J prunsero 637 21.124
212J prunsero 638 21.13
212J prunsero 639 21.135
212J prunsero 640 21.141
212J prunsero 641 21.146
212J prunsero 642 21.152
212J prunsero 643 21.157
212J prunsero 644 21.163
212J prunsero 645 21.168
212J prunsero 646 21.173
212J prunsero 647 21.179
212J prunsero 648 21.184
212J prunsero 649 21.19
212J prunsero 650 21.195
212J prunsero 651 21.201
212J prunsero 652 21.206
212J prunsero 653 21.212
212J prunsero 654 21.217
212J prunsero 655 21.223
212J prunsero 656 21.228
212J prunsero 657 21.233
212J prunsero 658 21.239
212J prunsero 659 21.244
212J prunsero 660 21.25
212J prunsero 661 21.255
212J prunsero 662 21.261
212J prunsero 663 21.266
212J prunsero 664 21.272
212J prunsero 665 21.277
212J prunsero 666 21.282
212J prunsero 667 21.288
212J prunsero 668 21.293
212J prunsero 669 21.299
212J prunsero 670 21.304
212J prunsero 671 21.31
212J prunsero 672 21.315
212J prunsero 673 21.321
212J prunsero 674 21.326
212J prunsero 675 21.332
212J prunsero 676 21.337
212J prunsero 677 21.342
212J prunsero 678 21.348
212J prunsero 679 21.353
212J prunsero 680 21.359
212J prunsero 681 21.364
212J prunsero 682 21.37
212J prunsero 683 21.375
212J prunsero 684 21.381
212J prunsero 685 21.386
212J prunsero 686 21.391
212J prunsero 687 21.397
212J prunsero 688 21.402
212J prunsero 689 21.408
212J prunsero 690 21.413
212J prunsero 691 21.419
212J prunsero 692 21.424
212J prunsero 693 21.43
212J prunsero 694 21.435
212J prunsero 695 21.441
212J prunsero 696 21.446
212J prunsero 697 21.451
212J prunsero 698 21.457
212J prunsero 699 21.462
212J prunsero 700 21.468
212J prunsero 701 21.473
212J prunsero 702 21.479
212J prunsero 703 21.484
212J prunsero 704 21.49
212J prunsero 705 21.495
212J prunsero 706 21.5
212J prunsero 707 21.506
212J prunsero 708 21.511
212J prunsero 709 21.517
212J prunsero 710 21.522
212J prunsero 711 21.528
212J prunsero 712 21.533
212J prunsero 713 21.539
212J prunsero 714 21.544
212J prunsero 715 21.55
212J prunsero 716 21.555
212J prunsero 717 21.56
212J prunsero 718 21.566
212J prunsero 719 21.571
212J prunsero 720 21.577
212J prunsero 721 21.582
212J prunsero 722 21.588
212J prunsero 723 21.593
212J prunsero 724 21.599
212J prunsero 725 21.604
212J prunsero 726 21.61
212J prunsero 727 21.615
212J prunsero 728 21.62
212J prunsero 729 21.626
212J prunsero 730 21.631
212J prunsero 731 21.637
212J prunsero 732 21.642
212J prunsero 733 21.648
212J prunsero 734 21.653
212J prunsero 735 21.659
212J prunsero 736 21.664
212J prunsero 737 21.669
212J prunsero 738 21.675
212J prunsero 739 21.68
212J prunsero 740 21.686
212J prunsero 741 21.691
212J prunsero 742 21.697
212J prunsero 743 21.702
212J prunsero 744 21.708
212J prunsero 745 21.713
212J prunsero 746 21.719
212J prunsero 747 21.724
212J prunsero 748 21.729
212J prunsero 749 21.735
212J prunsero 750 21.74
212J prunsero 751 21.746
212J prunsero 752 21.751
212J prunsero 753 21.757
212J prunsero 754 21.762
212J prunsero 755 21.768
212J prunsero 756 21.773
212J prunsero 757 21.778
212J prunsero 758 21.784
212J prunsero 759 21.789
212J prunsero 760 21.795
212J prunsero 761 21.8
212J prunsero 762 21.806
212J prunsero 763 21.811
212J prunsero 764 21.817
212J prunsero 765 21.822
212J prunsero 766 21.828
212J prunsero 767 21.833
212J prunsero 768 21.838
212J prunsero 769 21.844
212J prunsero 770 21.849
212J prunsero 771 21.855
212J prunsero 772 21.86
212J prunsero 773 21.866
212J prunsero 774 21.871
212J prunsero 775 21.877
212J prunsero 776 21.882
212J prunsero 777 21.887
212J prunsero 778 21.893
212J prunsero 779 21.898
212J prunsero 780 21.904
212J prunsero 781 21.909
212J prunsero 782 21.915
212J prunsero 783 21.92
212J prunsero 784 21.926
212J prunsero 785 21.931
212J prunsero 786 21.937
212J prunsero 787 21.942
212J prunsero 788 21.947
212J prunsero 789 21.953
212J prunsero 790 21.958
212J prunsero 791 21.964
212J prunsero 792 21.969
212J prunsero 793 21.975
212J prunsero 794 21.98
212J prunsero 795 21.986
212J prunsero 796 21.991
212J prunsero 797 21.997
212J prunsero 798 22.002
212J prunsero 799 22.007
212J prunsero 800 22.013
212J prunsero 801 22.018
212J prunsero 802 22.024
212J prunsero 803 22.029
212J prunsero 804 22.035
212J prunsero 805 22.04
212J prunsero 806 22.046
212J prunsero 807 22.051
212J prunsero 808 22.056
212J prunsero 809 22.062
212J prunsero 810 22.067
212J prunsero 811 22.073
212J prunsero 812 22.078
212J prunsero 813 22.084
212J prunsero 814 22.089
212J prunsero 815 22.095
212J prunsero 816 22.1
212J prunsero 817 22.106
212J prunsero 818 22.111
212J prunsero 819 22.116
212J prunsero 820 22.122
212J prunsero 821 22.127
212J prunsero 822 22.133
212J prunsero 823 22.138
212J prunsero 824 22.144
212J prunsero 825 22.149
212J prunsero 826 22.155
212J prunsero 827 22.16
212J prunsero 828 22.165
212J prunsero 829 22.171
212J prunsero 830 22.176
212J prunsero 831 22.182
212J prunsero 832 22.187
212J prunsero 833 22.193
212J prunsero 834 22.198
212J prunsero 835 22.204
212J prunsero 836 22.209
212J prunsero 837 22.215
212J prunsero 838 22.22
212J prunsero 839 22.225
212J prunsero 840 22.231
212J prunsero 841 22.236
212J prunsero 842 22.242
212J prunsero 843 22.247
212J prunsero 844 22.253
212J prunsero 845 22.258
212J prunsero 846 22.264
212J prunsero 847 22.269
212J prunsero 848 22.275
212J prunsero 849 22.28
212J prunsero 850 22.285
212J prunsero 851 22.291
212J prunsero 852 22.296
212J prunsero 853 22.302
212J prunsero 854 22.307
212J prunsero 855 22.313
212J prunsero 856 22.318
212J prunsero 857 22.324
212J prunsero 858 22.329
212J prunsero 859 22.334
212J prunsero 860 22.34
212J prunsero 861 22.345
212J prunsero 862 22.351
212J prunsero 863 22.356
212J prunsero 864 22.362
212J prunsero 865 22.367
212J prunsero 866 22.373
212J prunsero 867 22.378
212J prunsero 868 22.384
212J prunsero 869 22.389
212J prunsero 870 22.394
212J prunsero 871 22.4
212J prunsero 872 22.405
212J prunsero 873 22.411
212J prunsero 874 22.416
212J prunsero 875 22.422
212J prunsero 876 22.427
212J prunsero 877 22.433
212J prunsero 878 22.438
212J prunsero 879 22.443
212J prunsero 880 22.449
212J prunsero 881 22.454
212J prunsero 882 22.46
212J prunsero 883 22.465
212J prunsero 884 22.471
212J prunsero 885 22.476
212J prunsero 886 22.482
212J prunsero 887 22.487
212J prunsero 888 22.493
212J prunsero 889 22.498
212J prunsero 890 22.503
212J prunsero 891 22.509
212J prunsero 892 22.514
212J prunsero 893 22.52
212J prunsero 894 22.525
212J prunsero 895 22.531
212J prunsero 896 22.536
212J prunsero 897 22.542
212J prunsero 898 22.547
212J prunsero 899 22.552
212J prunsero 900 22.558
212J prunsero 901 22.563
212J prunsero 902 22.569
212J prunsero 903 22.574
212J prunsero 904 22.58
212J prunsero 905 22.585
212J prunsero 906 22.591
212J prunsero 907 22.596
212J prunsero 908 22.602
212J prunsero 909 22.607
212J prunsero 910 22.612
212J prunsero 911 22.618
212J prunsero 912 22.623
212J prunsero 913 22.629
212J prunsero 914 22.634
212J prunsero 915 22.64
212J prunsero 916 22.645
212J prunsero 917 22.651
212J prunsero 918 22.656
212J prunsero 919 22.662
212J prunsero 920 22.667
212J prunsero 921 22.672
212J prunsero 922 22.678
212J prunsero 923 22.683
212J prunsero 924 22.689
212J prunsero 925 22.694
212J prunsero 926 22.7
212J prunsero 927 22.705
212J prunsero 928 22.711
212J prunsero 929 22.716
212J prunsero 930 22.721
212J prunsero 931 22.727
212J prunsero 932 22.732
212J prunsero 933 22.738
212J prunsero 934 22.743
212J prunsero 935 22.749
212J prunsero 936 22.754
212J prunsero 937 22.76
212J prunsero 938 22.765
212J prunsero 939 22.771
212J prunsero 940 22.776
212J prunsero 941 22.781
212J prunsero 942 22.787
212J prunsero 943 22.792
212J prunsero 944 22.798
212J prunsero 945 22.803
212J prunsero 946 22.809
212J prunsero 947 22.814
212J prunsero 948 22.82
212J prunsero 949 22.825
212J prunsero 950 22.83
212J prunsero 951 22.836
212J prunsero 952 22.841
212J prunsero 953 22.847
212J prunsero 954 22.852
212J prunsero 955 22.858
212J prunsero 956 22.863
212J prunsero 957 22.869
212J prunsero 958 22.874
212J prunsero 959 22.88
212J prunsero 960 22.885
212J prunsero 961 22.89
212J prunsero 962 22.896
212J prunsero 963 22.901
212J prunsero 964 22.907
212J prunsero 965 22.912
212J prunsero 966 22.918
212J prunsero 967 22.923
212J prunsero 968 22.929
212J prunsero 969 22.934
212J prunsero 970 22.939
212J prunsero 971 22.945
212J prunsero 972 22.95
212J prunsero 973 22.956
212J prunsero 974 22.961
212J prunsero 975 22.967
212J prunsero 976 22.972
212J prunsero 977 22.978
212J prunsero 978 22.983
212J prunsero 979 22.989
212J prunsero 980 22.994
212J prunsero 981 22.999
212J prunsero 982 23.005
212J prunsero 983 23.01
212J prunsero 984 23.016
212J prunsero 985 23.021
212J prunsero 986 23.027
212J prunsero 987 23.032
212J prunsero 988 23.038
212J prunsero 989 23.043
212J prunsero 990 23.049
212J prunsero 991 23.054
212J prunsero 992 23.059
212J prunsero 993 23.065
212J prunsero 994 23.07
212J prunsero 995 23.076
212J prunsero 996 23.081
212J prunsero 997 23.087
212J prunsero 998 23.092
212J prunsero 999 23.098
212J prunsero 1000 23.103
212J prunsero 1001 23.108
212J prunsero 1002 23.114
212J prunsero 1003 23.119
212J prunsero 1004 23.125
212J prunsero 1005 23.13
212J prunsero 1006 23.136
212J prunsero 1007 23.141
212J prunsero 1008 23.147
212J prunsero 1009 23.152
212J prunsero 1010 23.158
212J prunsero 1011 23.163
212J prunsero 1012 23.168
212J prunsero 1013 23.174
212J prunsero 1014 23.179
212J prunsero 1015 23.185
212J prunsero 1016 23.19
212J prunsero 1017 23.196
212J prunsero 1018 23.201
212J prunsero 1019 23.207
212J prunsero 1020 23.212
212J prunsero 1021 23.217
212J prunsero 1022 23.223
212J prunsero 1023 23.228
212J prunsero 1024 23.234
212J prunsero 1025 23.239
212J prunsero 1026 23.245
212J prunsero 1027 23.25
212J prunsero 1028 23.256
212J prunsero 1029 23.261
212J prunsero 1030 23.267
212J prunsero 1031 23.272
212J prunsero 1032 23.277
212J prunsero 1033 23.283
212J prunsero 1034 23.288
212J prunsero 1035 23.294
212J prunsero 1036 23.299
212J prunsero 1037 23.305
212J prunsero 1038 23.31
212J prunsero 1039 23.316
212J prunsero 1040 23.321
212J prunsero 1041 23.326
212J prunsero 1042 23.332
212J prunsero 1043 23.337
212J prunsero 1044 23.343
212J prunsero 1045 23.348
212J prunsero 1046 23.354
212J prunsero 1047 23.359
212J prunsero 1048 23.365
212J prunsero 1049 23.37
212J prunsero 1050 23.376
212J prunsero 1051 23.381
212J prunsero 1052 23.386
212J prunsero 1053 23.392
212J prunsero 1054 23.397
212J prunsero 1055 23.403
212J prunsero 1056 23.408
212J prunsero 1057 23.414
212J prunsero 1058 23.419
212J prunsero 1059 23.425
212J prunsero 1060 23.43
212J prunsero 1061 23.436
212J prunsero 1062 23.441
212J prunsero 1063 23.446
212J prunsero 1064 23.452
212J prunsero 1065 23.457
212J prunsero 1066 23.463
212J prunsero 1067 23.468
212J prunsero 1068 23.474
212J prunsero 1069 23.479
212J prunsero 1070 23.485
212J prunsero 1071 23.49
212J prunsero 1072 23.495
212J prunsero 1073 23.501
212J prunsero 1074 23.506
212J prunsero 1075 23.512
212J prunsero 1076 23.517
212J prunsero 1077 23.523
212J prunsero 1078 23.528
212J prunsero 1079 23.534
212J prunsero 1080 23.539
212J prunsero 1081 23.545
212J prunsero 1082 23.55
212J prunsero 1083 23.555
212J prunsero 1084 23.561
212J prunsero 1085 23.566
212J prunsero 1086 23.572
212J prunsero 1087 23.577
212J prunsero 1088 23.583
212J prunsero 1089 23.588
212J prunsero 1090 23.594
212J prunsero 1091 23.599
212J prunsero 1092 23.604
212J prunsero 1093 23.61
212J prunsero 1094 23.615
212J prunsero 1095 23.621
212J prunsero 1096 23.626
212J prunsero 1097 23.632
212J prunsero 1098 23.637
212J prunsero 1099 23.643
212J prunsero 1100 23.648
212J prunsero 1101 23.654
212J prunsero 1102 23.659
212J prunsero 1103 23.664
212J prunsero 1104 23.67
212J prunsero 1105 23.675
212J prunsero 1106 23.681
212J prunsero 1107 23.686
212J prunsero 1108 23.692
212J prunsero 1109 23.697
212J prunsero 1110 23.703
212J prunsero 1111 23.708
212J prunsero 1112 23.713
212J prunsero 1113 23.719
212J prunsero 1114 23.724
212J prunsero 1115 23.73
212J prunsero 1116 23.735
212J prunsero 1117 23.741
212J prunsero 1118 23.746
212J prunsero 1119 23.752
212J prunsero 1120 23.757
212J prunsero 1121 23.763
212J prunsero 1122 23.768
212J prunsero 1123 23.773
212J prunsero 1124 23.779
212J prunsero 1125 23.784
212J prunsero 1126 23.79
212J prunsero 1127 23.795
212J prunsero 1128 23.801
212J prunsero 1129 23.806
212J prunsero 1130 23.812
212J prunsero 1131 23.817
212J prunsero 1132 23.823
212J prunsero 1133 23.828
212J prunsero 1134 23.833
212J prunsero 1135 23.839
212J prunsero 1136 23.844
212J prunsero 1137 23.85
212J prunsero 1138 23.855
212J prunsero 1139 23.861
212J prunsero 1140 23.866
212J prunsero 1141 23.872
212J prunsero 1142 23.877
212J prunsero 1143 23.882
212J prunsero 1144 23.888
212J prunsero 1145 23.893
212J prunsero 1146 23.899
212J prunsero 1147 23.904
212J prunsero 1148 23.91
212J prunsero 1149 23.915
212J prunsero 1150 23.921
212J prunsero 1151 23.926
212J prunsero 1152 23.932
212J prunsero 1153 23.937
212J prunsero 1154 23.942
212J prunsero 1155 23.948
212J prunsero 1156 23.953
212J prunsero 1157 23.959
212J prunsero 1158 23.964
212J prunsero 1159 23.97
212J prunsero 1160 23.975
212J prunsero 1161 23.981
212J prunsero 1162 23.986
212J prunsero 1163 23.991
212J prunsero 1164 23.997
212J prunsero 1165 24.002
212J prunsero 1166 24.008
212J prunsero 1167 24.013
212J prunsero 1168 24.019
212J prunsero 1169 24.024
212J prunsero 1170 24.03
212J prunsero 1171 24.035
212J prunsero 1172 24.041
212J prunsero 1173 24.046
212J prunsero 1174 24.051
212J prunsero 1175 24.057
212J prunsero 1176 24.062
212J prunsero 1177 24.068
212J prunsero 1178 24.073
212J prunsero 1179 24.079
212J prunsero 1180 24.084
212J prunsero 1181 24.09
212J prunsero 1182 24.095
212J prunsero 1183 24.1
212J prunsero 1184 24.106
212J prunsero 1185 24.111
212J prunsero 1186 24.117
212J prunsero 1187 24.122
212J prunsero 1188 24.128
212J prunsero 1189 24.133
212J prunsero 1190 24.139
212J prunsero 1191 24.144
212J prunsero 1192 24.15
212J prunsero 1193 24.155
212J prunsero 1194 24.16
212J prunsero 1195 24.166
212J prunsero 1196 24.171
212J prunsero 1197 24.177
212J prunsero 1198 24.182
212J prunsero 1199 24.188
212J prunsero 1200 24.193
212J prunsero 1201 24.199
212J prunsero 1202 24.204
212J prunsero 1203 24.21
212J prunsero 1204 24.215
212J prunsero 1205 24.22
212J prunsero 1206 24.226
212J prunsero 1207 24.231
212J prunsero 1208 24.237
212J prunsero 1209 24.242
212J prunsero 1210 24.248
212J prunsero 1211 24.253
212J prunsero 1212 24.259
212J prunsero 1213 24.264
212J prunsero 1214 24.269
212J prunsero 1215 24.275
212J prunsero 1216 24.28
212J prunsero 1217 24.286
212J prunsero 1218 24.291
212J prunsero 1219 24.297
212J prunsero 1220 24.302
212J prunsero 1221 24.308
212J prunsero 1222 24.313
212J prunsero 1223 24.319
212J prunsero 1224 24.324
212J prunsero 1225 24.329
212J prunsero 1226 24.335
212J prunsero 1227 24.34
212J prunsero 1228 24.346
212J prunsero 1229 24.351
212J prunsero 1230 24.357
212J prunsero 1231 24.362
212J prunsero 1232 24.368
212J prunsero 1233 24.373
212J prunsero 1234 24.378
212J prunsero 1235 24.384
212J prunsero 1236 24.389
212J prunsero 1237 24.395
212J prunsero 1238 24.4
212J prunsero 1239 24.406
212J prunsero 1240 24.411
212J prunsero 1241 24.417
212J prunsero 1242 24.422
212J prunsero 1243 24.428
212J prunsero 1244 24.433
212J prunsero 1245 24.438
212J prunsero 1246 24.444
212J prunsero 1247 24.449
212J prunsero 1248 24.455
212J prunsero 1249 24.46
212J prunsero 1250 24.466
212J prunsero 1251 24.471
212J prunsero 1252 24.477
212J prunsero 1253 24.482
212J prunsero 1254 24.488
212J prunsero 1255 24.493
212J prunsero 1256 24.498
212J prunsero 1257 24.504
212J prunsero 1258 24.509
212J prunsero 1259 24.515
212J prunsero 1260 24.52
212J prunsero 1261 24.526
212J prunsero 1262 24.531
