...1,KEY,STATECD,COUNTYCD,PLOT,t0,t1,t2,t3,N_REM,CONDITION,subplot_list,SUBKEY
902,55_119_20317,55,119,20317,2003,2008,2013,0,3,F,4312,55_119_20317_2003_4
903,55_119_20322,55,119,20322,2001,2006,2011,2018,4,F,2314,55_119_20322_2001_2
904,55_119_20325,55,119,20325,2001,2006,2011,2018,4,F,3421,55_119_20325_2001_3
905,55_119_20326,55,119,20326,2000,2005,2010,2016,4,F,1324,55_119_20326_2000_1
907,55_119_20328,55,119,20328,2003,2008,2013,2019,4,F,2134,55_119_20328_2003_2
908,55_119_20332,55,119,20332,2002,2007,2012,2019,4,F,4312,55_119_20332_2002_4
910,55_119_20347,55,119,20347,2000,2005,2010,2015,4,F,1432,55_119_20347_2000_1
911,55_119_20351,55,119,20351,2002,2007,2012,2019,4,F,3241,55_119_20351_2002_3
912,55_119_20353,55,119,20353,2004,2009,2014,0,3,F,4132,55_119_20353_2004_4
913,55_119_20355,55,119,20355,2002,2007,2012,2018,4,M,1324,55_119_20355_2002_1
915,55_119_20364,55,119,20364,2002,2007,2012,2018,4,M,2134,55_119_20364_2002_2
916,55_119_20370,55,119,20370,2003,2008,2013,0,3,F,3124,55_119_20370_2003_3
917,55_119_20371,55,119,20371,2003,2008,2013,2019,4,F,4123,55_119_20371_2003_4
918,55_119_20374,55,119,20374,2004,2009,2015,0,3,F,4231,55_119_20374_2004_4
919,55_119_20375,55,119,20375,2000,2005,2010,2016,4,M,3124,55_119_20375_2000_3
920,55_119_20376,55,119,20376,2000,2005,2010,2016,4,M,4123,55_119_20376_2000_4
921,55_119_20379,55,119,20379,2000,2005,2010,2016,4,F,4213,55_119_20379_2000_4
922,55_119_20380,55,119,20380,2000,2005,2010,2015,4,M,1234,55_119_20380_2000_1
923,55_119_20381,55,119,20381,2000,2005,2010,2015,4,F,2134,55_119_20381_2000_2
924,55_119_20382,55,119,20382,2000,2005,2010,2016,4,F,3214,55_119_20382_2000_3
925,55_119_20383,55,119,20383,2000,2005,2010,2015,4,F,1432,55_119_20383_2000_1
926,55_119_20384,55,119,20384,2000,2005,2010,2016,4,F,1342,55_119_20384_2000_1
927,55_119_20387,55,119,20387,2000,2005,2010,2015,4,F,4321,55_119_20387_2000_4
928,55_119_20390,55,119,20390,2001,2006,2011,2016,4,F,2341,55_119_20390_2001_2
929,55_119_20391,55,119,20391,2001,2006,2011,2017,4,M,1423,55_119_20391_2001_1
931,55_119_20393,55,119,20393,2001,2006,2011,2017,4,M,1423,55_119_20393_2001_1
933,55_119_20396,55,119,20396,2001,2006,2011,2017,4,M,4213,55_119_20396_2001_4
934,55_119_20397,55,119,20397,2001,2006,2011,2017,4,F,3412,55_119_20397_2001_3
936,55_119_20415,55,119,20415,2002,2007,2012,2019,4,F,3214,55_119_20415_2002_3
938,55_119_20419,55,119,20419,2002,2007,2012,2019,4,F,4321,55_119_20419_2002_4
939,55_119_20421,55,119,20421,2002,2007,2012,2019,4,F,3421,55_119_20421_2002_3
940,55_119_20423,55,119,20423,2002,2007,2012,2018,4,M,4231,55_119_20423_2002_4
941,55_119_20425,55,119,20425,2002,2007,2012,2018,4,F,2134,55_119_20425_2002_2
942,55_119_20426,55,119,20426,2002,2007,2012,2018,4,F,3241,55_119_20426_2002_3
944,55_119_20428,55,119,20428,2002,2007,2012,2019,4,F,1432,55_119_20428_2002_1
945,55_119_20429,55,119,20429,2002,2007,2012,2019,4,F,1423,55_119_20429_2002_1
946,55_119_20431,55,119,20431,2003,2008,2013,0,3,F,3142,55_119_20431_2003_3
947,55_119_20434,55,119,20434,2003,2008,2013,0,3,F,4213,55_119_20434_2003_4
948,55_119_20435,55,119,20435,2003,2008,2013,0,3,F,4123,55_119_20435_2003_4
949,55_119_20436,55,119,20436,2003,2008,2013,2019,4,F,4312,55_119_20436_2003_4
950,55_119_20437,55,119,20437,2003,2008,2013,0,3,F,1234,55_119_20437_2003_1
951,55_119_20441,55,119,20441,2003,2008,2013,0,3,F,1234,55_119_20441_2003_1
952,55_119_20461,55,119,20461,2004,2009,2014,0,3,F,4132,55_119_20461_2004_4
953,55_119_20462,55,119,20462,2004,2009,2015,0,3,F,2413,55_119_20462_2004_2
954,55_119_20463,55,119,20463,2004,2009,2014,0,3,M,4231,55_119_20463_2004_4
955,55_119_20465,55,119,20465,2004,2009,2014,0,3,F,2314,55_119_20465_2004_2
957,55_119_20468,55,119,20468,2004,2009,2014,0,3,F,2314,55_119_20468_2004_2
958,55_119_20469,55,119,20469,2004,2009,2015,0,3,F,1342,55_119_20469_2004_1
959,55_119_29001,55,119,29001,2004,2009,2014,0,3,F,3124,55_119_29001_2004_3
960,55_119_29008,55,119,29008,2001,2006,2011,2018,4,F,4123,55_119_29008_2001_4
961,55_119_29011,55,119,29011,2000,2005,2010,2016,4,M,2143,55_119_29011_2000_2
962,55_119_29013,55,119,29013,2003,2008,2013,2019,4,M,2341,55_119_29013_2003_2
963,55_119_29016,55,119,29016,2003,2008,2013,2019,4,F,2431,55_119_29016_2003_2
964,55_119_29017,55,119,29017,2002,2007,2012,2018,4,F,4321,55_119_29017_2002_4
965,55_119_29018,55,119,29018,2002,2007,2012,2018,4,M,3412,55_119_29018_2002_3
966,55_119_29022,55,119,29022,2002,2007,2012,2018,4,F,3142,55_119_29022_2002_3
967,55_121_20014,55,121,20014,2004,2009,2015,0,3,F,1432,55_121_20014_2004_1
968,55_121_20018,55,121,20018,2004,2009,2014,0,3,F,2143,55_121_20018_2004_2
971,55_121_20046,55,121,20046,2001,2006,2011,2017,4,F,3412,55_121_20046_2001_3
972,55_121_20048,55,121,20048,2002,2007,2012,2018,4,M,1432,55_121_20048_2002_1
973,55_121_20050,55,121,20050,2004,2009,2014,0,3,F,3421,55_121_20050_2004_3
974,55_121_20052,55,121,20052,2001,2006,2011,2017,4,F,3124,55_121_20052_2001_3
976,55_121_20063,55,121,20063,2001,2006,2011,2017,4,F,4132,55_121_20063_2001_4
978,55_121_20076,55,121,20076,2004,2009,2014,0,3,F,4123,55_121_20076_2004_4
979,55_121_20079,55,121,20079,2004,2009,2015,0,3,F,1234,55_121_20079_2004_1
980,55_121_20090,55,121,20090,2001,2006,2011,2017,4,F,4312,55_121_20090_2001_4
981,55_121_20091,55,121,20091,2001,2006,2011,2017,4,M,3142,55_121_20091_2001_3
982,55_121_20106,55,121,20106,2003,2008,2013,0,3,F,4123,55_121_20106_2003_4
984,55_121_20127,55,121,20127,2000,2005,2010,2016,4,M,2341,55_121_20127_2000_2
985,55_121_20129,55,121,20129,2002,2007,2012,2018,4,F,1342,55_121_20129_2002_1
986,55_121_20133,55,121,20133,2000,2005,2010,2015,4,M,4312,55_121_20133_2000_4
987,55_121_20140,55,121,20140,2000,2005,2010,2016,4,F,4123,55_121_20140_2000_4
988,55_121_20151,55,121,20151,2002,2007,2012,2018,4,M,3214,55_121_20151_2002_3
992,55_121_20184,55,121,20184,2003,2008,2013,0,3,M,4123,55_121_20184_2003_4
993,55_121_20201,55,121,20201,2000,2005,2010,2015,4,M,1342,55_121_20201_2000_1
994,55_121_20224,55,121,20224,2004,2009,2014,0,3,F,3421,55_121_20224_2004_3
995,55_121_20226,55,121,20226,2003,2008,2013,0,3,F,4321,55_121_20226_2003_4
997,55_121_20239,55,121,20239,2000,2005,2010,2015,4,F,3124,55_121_20239_2000_3
1000,55_121_20245,55,121,20245,2004,2009,2014,0,3,F,1324,55_121_20245_2004_1
1001,55_121_20247,55,121,20247,2001,2006,2011,2017,4,F,1342,55_121_20247_2001_1
1003,55_121_20269,55,121,20269,2000,2005,2010,2016,4,F,2314,55_121_20269_2000_2
1007,55_121_20275,55,121,20275,2003,2008,2013,2019,4,F,2431,55_121_20275_2003_2
1009,55_121_20277,55,121,20277,2000,2005,2010,2016,4,M,1243,55_121_20277_2000_1
1010,55_121_20280,55,121,20280,2000,2005,2010,2016,4,F,2314,55_121_20280_2000_2
1011,55_121_20286,55,121,20286,2000,2005,2010,2016,4,M,2341,55_121_20286_2000_2
1012,55_121_20290,55,121,20290,2001,2006,2011,2017,4,M,2413,55_121_20290_2001_2
1014,55_121_20293,55,121,20293,2001,2006,2011,2017,4,F,2413,55_121_20293_2001_2
1015,55_121_20296,55,121,20296,2001,2006,2011,2018,4,F,4213,55_121_20296_2001_4
1018,55_121_20320,55,121,20320,2002,2007,2012,2019,4,F,4321,55_121_20320_2002_4
1019,55_121_20323,55,121,20323,2002,2007,2012,2019,4,M,2431,55_121_20323_2002_2
1021,55_121_20327,55,121,20327,2003,2008,2013,0,3,F,3142,55_121_20327_2003_3
1023,55_121_20335,55,121,20335,2003,2008,2013,2019,4,F,4321,55_121_20335_2003_4
1024,55_121_20336,55,121,20336,2003,2008,2013,2019,4,F,4312,55_121_20336_2003_4
1025,55_121_20347,55,121,20347,2004,2009,2014,0,3,F,4123,55_121_20347_2004_4
1026,55_121_20349,55,121,20349,2004,2009,2014,0,3,M,3412,55_121_20349_2004_3
1029,55_121_20359,55,121,20359,2004,2009,2014,0,3,M,4132,55_121_20359_2004_4
1030,55_121_20360,55,121,20360,2004,2009,2014,0,3,F,2431,55_121_20360_2004_2
1031,55_123_20001,55,123,20001,2003,2008,2013,0,3,M,1342,55_123_20001_2003_1
1032,55_123_20003,55,123,20003,2004,2009,2014,0,3,F,2413,55_123_20003_2004_2
1035,55_123_20028,55,123,20028,2003,2008,2013,0,3,F,4231,55_123_20028_2003_4
1036,55_123_20030,55,123,20030,2000,2005,2010,2015,4,F,4312,55_123_20030_2000_4
1037,55_123_20031,55,123,20031,2001,2006,2011,2017,4,F,4213,55_123_20031_2001_4
1038,55_123_20054,55,123,20054,2000,2005,2010,2015,4,F,4132,55_123_20054_2000_4
1039,55_123_20062,55,123,20062,2001,2006,2011,2017,4,F,1432,55_123_20062_2001_1
1040,55_123_20063,55,123,20063,2002,2007,2012,2019,4,M,2431,55_123_20063_2002_2
1042,55_123_20073,55,123,20073,2004,2009,2015,0,3,F,3412,55_123_20073_2004_3
1043,55_123_20084,55,123,20084,2000,2005,2010,2016,4,F,2341,55_123_20084_2000_2
1045,55_123_20088,55,123,20088,2001,2006,2011,2017,4,F,2431,55_123_20088_2001_2
1046,55_123_20091,55,123,20091,2003,2008,2013,0,3,F,1432,55_123_20091_2003_1
1047,55_123_20092,55,123,20092,2000,2005,2010,2015,4,F,4213,55_123_20092_2000_4
1048,55_123_20100,55,123,20100,2002,2007,2012,2018,4,F,1423,55_123_20100_2002_1
1049,55_123_20101,55,123,20101,2000,2005,2010,2016,4,F,2431,55_123_20101_2000_2
1051,55_123_20107,55,123,20107,2001,2006,2011,2017,4,M,4312,55_123_20107_2001_4
1052,55_123_20110,55,123,20110,2003,2008,2013,2019,4,F,3214,55_123_20110_2003_3
1053,55_123_20117,55,123,20117,2004,2009,2015,0,3,F,3124,55_123_20117_2004_3
1054,55_123_20137,55,123,20137,2001,2006,2011,2017,4,F,1342,55_123_20137_2001_1
1055,55_123_20138,55,123,20138,2002,2007,2012,2018,4,M,1342,55_123_20138_2002_1
1056,55_123_20145,55,123,20145,2004,2009,2014,0,3,M,4231,55_123_20145_2004_4
1057,55_123_20148,55,123,20148,2004,2009,2014,0,3,F,1234,55_123_20148_2004_1
1058,55_123_20149,55,123,20149,2002,2007,2012,2019,4,F,4132,55_123_20149_2002_4
1059,55_123_20151,55,123,20151,2002,2007,2012,2018,4,F,1243,55_123_20151_2002_1
1060,55_123_20159,55,123,20159,2000,2005,2010,2016,4,M,2431,55_123_20159_2000_2
1061,55_123_20160,55,123,20160,2001,2006,2011,2017,4,F,3412,55_123_20160_2001_3
1062,55_123_20161,55,123,20161,2001,2006,2011,2018,4,F,3241,55_123_20161_2001_3
1063,55_123_20162,55,123,20162,2003,2008,2013,0,3,F,1324,55_123_20162_2003_1
1065,55_123_20182,55,123,20182,2002,2007,2012,2019,4,M,2314,55_123_20182_2002_2
1066,55_123_20185,55,123,20185,2000,2005,2010,2016,4,F,1243,55_123_20185_2000_1
1067,55_123_20194,55,123,20194,2004,2009,2014,0,3,F,4123,55_123_20194_2004_4
1068,55_123_20196,55,123,20196,2004,2009,2014,0,3,F,4321,55_123_20196_2004_4
1069,55_123_20202,55,123,20202,2001,2006,2011,2016,4,F,2314,55_123_20202_2001_2
1070,55_123_20204,55,123,20204,2002,2007,2012,2019,4,F,1423,55_123_20204_2002_1
1071,55_123_20209,55,123,20209,2001,2006,2011,2017,4,F,1324,55_123_20209_2001_1
1072,55_123_20212,55,123,20212,2001,2006,2011,2018,4,F,2143,55_123_20212_2001_2
1073,55_123_20220,55,123,20220,2004,2009,2014,0,3,M,1342,55_123_20220_2004_1
1074,55_123_20228,55,123,20228,2002,2007,2012,2019,4,F,4213,55_123_20228_2002_4
1075,55_123_20230,55,123,20230,2004,2009,2014,0,3,M,3142,55_123_20230_2004_3
1076,55_123_20231,55,123,20231,2002,2007,2012,2018,4,F,4132,55_123_20231_2002_4
1078,55_123_20233,55,123,20233,2003,2008,2013,2019,4,F,1243,55_123_20233_2003_1
1079,55_123_20236,55,123,20236,2002,2007,2012,2018,4,F,3241,55_123_20236_2002_3
1080,55_123_20238,55,123,20238,2004,2009,2014,0,3,F,1324,55_123_20238_2004_1
1081,55_123_20240,55,123,20240,2001,2006,2011,2017,4,F,1243,55_123_20240_2001_1
1082,55_123_20261,55,123,20261,2002,2007,2012,2018,4,F,1432,55_123_20261_2002_1
1084,55_123_20266,55,123,20266,2004,2009,2015,0,3,F,1243,55_123_20266_2004_1
1085,55_123_20277,55,123,20277,2004,2009,2014,0,3,M,3412,55_123_20277_2004_3
1088,55_123_20286,55,123,20286,2001,2006,2011,2017,4,F,3142,55_123_20286_2001_3
1089,55_123_20289,55,123,20289,2002,2007,2012,2019,4,F,2431,55_123_20289_2002_2
1095,55_123_20310,55,123,20310,2000,2005,2010,2015,4,M,4132,55_123_20310_2000_4
1096,55_123_20311,55,123,20311,2000,2005,2010,2016,4,M,1342,55_123_20311_2000_1
1097,55_123_20316,55,123,20316,2001,2006,2011,2017,4,F,2143,55_123_20316_2001_2
1098,55_123_20320,55,123,20320,2001,2006,2011,2017,4,M,4312,55_123_20320_2001_4
1099,55_123_20324,55,123,20324,2001,2006,2011,2018,4,F,3412,55_123_20324_2001_3
1100,55_123_20343,55,123,20343,2002,2007,2012,2019,4,F,3142,55_123_20343_2002_3
1101,55_123_20344,55,123,20344,2002,2007,2012,2018,4,F,3241,55_123_20344_2002_3
1102,55_123_20348,55,123,20348,2002,2007,2012,2018,4,F,2431,55_123_20348_2002_2
1103,55_123_20350,55,123,20350,2002,2007,2012,2018,4,F,3142,55_123_20350_2002_3
1105,55_123_20354,55,123,20354,2003,2008,2013,0,3,F,1324,55_123_20354_2003_1
1106,55_123_20356,55,123,20356,2003,2008,2013,0,3,M,4231,55_123_20356_2003_4
1107,55_123_20357,55,123,20357,2003,2008,2013,0,3,M,4231,55_123_20357_2003_4
1108,55_123_20358,55,123,20358,2003,2008,2013,0,3,F,4231,55_123_20358_2003_4
1109,55_123_20361,55,123,20361,2003,2008,2013,2019,4,F,1432,55_123_20361_2003_1
1110,55_123_20362,55,123,20362,2003,2008,2013,0,3,M,4312,55_123_20362_2003_4
1111,55_123_20381,55,123,20381,2004,2009,2015,0,3,M,2431,55_123_20381_2004_2
1112,55_123_20382,55,123,20382,2004,2009,2014,0,3,F,4321,55_123_20382_2004_4
1113,55_123_20387,55,123,20387,2004,2009,2014,0,3,F,2341,55_123_20387_2004_2
1114,55_123_20388,55,123,20388,2004,2009,2014,0,3,F,1324,55_123_20388_2004_1
1115,55_123_20389,55,123,20389,2004,2009,2014,0,3,M,1342,55_123_20389_2004_1
1116,55_123_20391,55,123,20391,2004,2009,2015,0,3,F,1432,55_123_20391_2004_1
1118,55_125_20001,55,125,20001,2002,2007,2012,2018,4,F,4213,55_125_20001_2002_4
1119,55_125_20003,55,125,20003,2000,2005,2010,2016,4,F,3214,55_125_20003_2000_3
1120,55_125_20011,55,125,20011,2004,2009,2014,0,3,M,1324,55_125_20011_2004_1
1121,55_125_20014,55,125,20014,2003,2008,2013,0,3,F,4123,55_125_20014_2003_4
1122,55_125_20017,55,125,20017,2000,2005,2010,2015,4,F,1342,55_125_20017_2000_1
1123,55_125_20021,55,125,20021,2000,2005,2010,2016,4,F,2413,55_125_20021_2000_2
1124,55_125_20025,55,125,20025,2000,2005,2010,2016,4,F,4123,55_125_20025_2000_4
1125,55_125_20027,55,125,20027,2000,2005,2010,2016,4,F,2134,55_125_20027_2000_2
1126,55_125_20037,55,125,20037,2000,2005,2010,2015,4,F,2341,55_125_20037_2000_2
1127,55_125_20041,55,125,20041,2000,2005,2010,2016,4,F,3124,55_125_20041_2000_3
1128,55_125_20042,55,125,20042,2004,2009,2014,0,3,F,2341,55_125_20042_2004_2
1129,55_125_20043,55,125,20043,2002,2007,2012,2019,4,F,1243,55_125_20043_2002_1
1130,55_125_20049,55,125,20049,2002,2007,2012,2018,4,F,2413,55_125_20049_2002_2
1131,55_125_20063,55,125,20063,2004,2009,2014,0,3,M,1324,55_125_20063_2004_1
1135,55_125_20087,55,125,20087,2001,2006,2011,2018,4,F,1324,55_125_20087_2001_1
1136,55_125_20088,55,125,20088,2004,2009,2015,0,3,F,2143,55_125_20088_2004_2
1137,55_125_20089,55,125,20089,2001,2006,2011,2017,4,F,2341,55_125_20089_2001_2
1138,55_125_20091,55,125,20091,2002,2007,2012,2019,4,M,1234,55_125_20091_2002_1
1140,55_125_20098,55,125,20098,2002,2007,2012,2019,4,F,3412,55_125_20098_2002_3
1141,55_125_20100,55,125,20100,2004,2009,2015,0,3,F,1243,55_125_20100_2004_1
1142,55_125_20111,55,125,20111,2001,2006,2011,2017,4,F,3142,55_125_20111_2001_3
1143,55_125_20119,55,125,20119,2001,2006,2011,2017,4,F,4123,55_125_20119_2001_4
1144,55_125_20127,55,125,20127,2004,2009,2015,0,3,F,4321,55_125_20127_2004_4
1145,55_125_20131,55,125,20131,2003,2008,2013,0,3,F,2143,55_125_20131_2003_2
1146,55_125_20143,55,125,20143,2004,2009,2014,0,3,F,2134,55_125_20143_2004_2
1149,55_125_20167,55,125,20167,2001,2006,2011,2017,4,F,1243,55_125_20167_2001_1
1150,55_125_20169,55,125,20169,2002,2007,2012,2018,4,F,2134,55_125_20169_2002_2
1151,55_125_20170,55,125,20170,2002,2007,2012,2019,4,F,4312,55_125_20170_2002_4
1152,55_125_20171,55,125,20171,2000,2005,2010,2016,4,F,4213,55_125_20171_2000_4
1153,55_125_20175,55,125,20175,2002,2007,2012,2018,4,F,4213,55_125_20175_2002_4
1154,55_125_20176,55,125,20176,2003,2008,2013,0,3,F,3124,55_125_20176_2003_3
1155,55_125_20177,55,125,20177,2002,2007,2012,2018,4,F,3241,55_125_20177_2002_3
1156,55_125_20178,55,125,20178,2004,2009,2014,0,3,M,4231,55_125_20178_2004_4
1158,55_125_20191,55,125,20191,2000,2005,2010,2015,4,F,1324,55_125_20191_2000_1
1159,55_125_20195,55,125,20195,2002,2007,2012,2018,4,M,4123,55_125_20195_2002_4
1160,55_125_20203,55,125,20203,2000,2005,2010,2015,4,F,1324,55_125_20203_2000_1
1161,55_125_20210,55,125,20210,2002,2007,2012,2019,4,F,1234,55_125_20210_2002_1
1162,55_125_20211,55,125,20211,2003,2008,2013,2019,4,M,3412,55_125_20211_2003_3
1163,55_125_20215,55,125,20215,2002,2007,2012,2018,4,F,4231,55_125_20215_2002_4
1165,55_125_20217,55,125,20217,2004,2009,2014,0,3,M,1423,55_125_20217_2004_1
1166,55_125_20224,55,125,20224,2001,2006,2011,2017,4,F,3412,55_125_20224_2001_3
1167,55_125_20230,55,125,20230,2004,2009,2015,0,3,F,3142,55_125_20230_2004_3
1168,55_125_20234,55,125,20234,2001,2006,2011,2017,4,F,2413,55_125_20234_2001_2
1169,55_125_20236,55,125,20236,2001,2006,2011,2017,4,F,2341,55_125_20236_2001_2
1170,55_125_20242,55,125,20242,2004,2009,2014,0,3,M,2143,55_125_20242_2004_2
1173,55_125_20258,55,125,20258,2002,2007,2012,2018,4,F,3214,55_125_20258_2002_3
1174,55_125_20259,55,125,20259,2003,2008,2013,0,3,F,4231,55_125_20259_2003_4
1175,55_125_20261,55,125,20261,2003,2008,2013,0,3,F,4231,55_125_20261_2003_4
1176,55_125_20265,55,125,20265,2000,2005,2010,2016,4,F,4321,55_125_20265_2000_4
1178,55_125_20270,55,125,20270,2004,2009,2014,0,3,F,3241,55_125_20270_2004_3
1179,55_125_20273,55,125,20273,2003,2008,2013,2019,4,F,1324,55_125_20273_2003_1
1180,55_125_20283,55,125,20283,2001,2006,2011,2016,4,F,3142,55_125_20283_2001_3
1181,55_125_20294,55,125,20294,2002,2007,2012,2019,4,F,2413,55_125_20294_2002_2
1182,55_125_20304,55,125,20304,2002,2007,2012,2018,4,F,1423,55_125_20304_2002_1
1183,55_125_20307,55,125,20307,2004,2009,2014,0,3,F,1324,55_125_20307_2004_1
1184,55_125_20312,55,125,20312,2001,2006,2011,2017,4,M,3214,55_125_20312_2001_3
1185,55_125_20313,55,125,20313,2000,2005,2010,2016,4,F,3412,55_125_20313_2000_3
1186,55_125_20317,55,125,20317,2004,2009,2014,0,3,F,1243,55_125_20317_2004_1
1188,55_125_20323,55,125,20323,2000,2005,2010,2015,4,F,1342,55_125_20323_2000_1
1189,55_125_20326,55,125,20326,2004,2009,2015,0,3,F,3241,55_125_20326_2004_3
1190,55_125_20330,55,125,20330,2004,2009,2014,0,3,M,1423,55_125_20330_2004_1
1191,55_125_20331,55,125,20331,2004,2009,2014,0,3,F,2413,55_125_20331_2004_2
1192,55_125_20337,55,125,20337,2002,2007,2012,2018,4,F,2314,55_125_20337_2002_2
1194,55_125_20345,55,125,20345,2003,2008,2013,0,3,M,2134,55_125_20345_2003_2
1195,55_125_20350,55,125,20350,2002,2007,2012,2018,4,F,1234,55_125_20350_2002_1
1196,55_125_20355,55,125,20355,2002,2007,2012,2018,4,M,1324,55_125_20355_2002_1
1197,55_125_20358,55,125,20358,2002,2007,2012,2019,4,F,2341,55_125_20358_2002_2
1198,55_125_20364,55,125,20364,2000,2005,2010,2016,4,F,2143,55_125_20364_2000_2
1199,55_125_20365,55,125,20365,2004,2009,2014,0,3,M,3421,55_125_20365_2004_3
1200,55_125_20372,55,125,20372,2001,2006,2011,2017,4,F,3241,55_125_20372_2001_3
1201,55_125_20374,55,125,20374,2003,2008,2013,0,3,F,3214,55_125_20374_2003_3
1202,55_125_20375,55,125,20375,2003,2008,2013,2019,4,F,3241,55_125_20375_2003_3
1203,55_125_20377,55,125,20377,2003,2008,2013,0,3,M,1243,55_125_20377_2003_1
1204,55_125_20378,55,125,20378,2003,2008,2013,2019,4,M,4312,55_125_20378_2003_4
1205,55_125_20379,55,125,20379,2000,2005,2010,2016,4,F,2341,55_125_20379_2000_2
1206,55_125_20380,55,125,20380,2003,2008,2013,2019,4,F,2143,55_125_20380_2003_2
1208,55_125_20382,55,125,20382,2003,2008,2013,0,3,M,1342,55_125_20382_2003_1
1209,55_125_20383,55,125,20383,2002,2007,2012,2018,4,F,1423,55_125_20383_2002_1
1210,55_125_20384,55,125,20384,2001,2006,2011,2017,4,F,4312,55_125_20384_2001_4
1211,55_125_20385,55,125,20385,2003,2008,2013,0,3,F,1342,55_125_20385_2003_1
1212,55_125_20386,55,125,20386,2001,2006,2011,2018,4,M,3412,55_125_20386_2001_3
1213,55_125_20387,55,125,20387,2002,2007,2012,2019,4,F,3421,55_125_20387_2002_3
1215,55_125_20389,55,125,20389,2004,2009,2015,0,3,F,1243,55_125_20389_2004_1
1216,55_125_20390,55,125,20390,2000,2005,2010,2015,4,F,1423,55_125_20390_2000_1
1217,55_125_20392,55,125,20392,2000,2005,2010,2016,4,F,3421,55_125_20392_2000_3
1218,55_125_20393,55,125,20393,2000,2005,2010,2016,4,F,2431,55_125_20393_2000_2
1219,55_125_20394,55,125,20394,2000,2005,2010,2015,4,F,1423,55_125_20394_2000_1
1220,55_125_20395,55,125,20395,2000,2005,2010,2015,4,F,4321,55_125_20395_2000_4
1221,55_125_20396,55,125,20396,2000,2005,2010,2016,4,F,4123,55_125_20396_2000_4
1223,55_125_20398,55,125,20398,2000,2005,2010,2015,4,F,3124,55_125_20398_2000_3
1224,55_125_20399,55,125,20399,2000,2005,2010,2015,4,F,3142,55_125_20399_2000_3
1225,55_125_20400,55,125,20400,2000,2005,2010,2016,4,F,4213,55_125_20400_2000_4
1227,55_125_20402,55,125,20402,2000,2005,2010,2015,4,F,2341,55_125_20402_2000_2
1228,55_125_20404,55,125,20404,2000,2005,2010,2016,4,F,2134,55_125_20404_2000_2
1231,55_125_20407,55,125,20407,2001,2006,2011,2016,4,F,2134,55_125_20407_2001_2
1232,55_125_20408,55,125,20408,2001,2006,2011,2017,4,F,2431,55_125_20408_2001_2
1233,55_125_20409,55,125,20409,2001,2006,2011,2017,4,F,2413,55_125_20409_2001_2
1234,55_125_20410,55,125,20410,2001,2006,2011,2017,4,F,4132,55_125_20410_2001_4
1235,55_125_20412,55,125,20412,2001,2006,2011,2017,4,F,4231,55_125_20412_2001_4
1236,55_125_20414,55,125,20414,2001,2006,2011,2017,4,M,1342,55_125_20414_2001_1
1237,55_125_20415,55,125,20415,2001,2006,2011,2017,4,F,2314,55_125_20415_2001_2
1238,55_125_20417,55,125,20417,2001,2006,2011,2016,4,F,3412,55_125_20417_2001_3
1239,55_125_20418,55,125,20418,2001,2006,2011,2018,4,F,4123,55_125_20418_2001_4
1240,55_125_20420,55,125,20420,2001,2006,2011,2017,4,F,3421,55_125_20420_2001_3
1242,55_125_20422,55,125,20422,2001,2006,2011,2017,4,M,1342,55_125_20422_2001_1
1244,55_125_20437,55,125,20437,2001,2006,2011,2017,4,F,2314,55_125_20437_2001_2
1245,55_125_20439,55,125,20439,2001,2006,2011,2017,4,F,1423,55_125_20439_2001_1
1246,55_125_20440,55,125,20440,2002,2007,2012,2019,4,F,1423,55_125_20440_2002_1
1247,55_125_20441,55,125,20441,2002,2007,2012,2018,4,F,2431,55_125_20441_2002_2
1248,55_125_20442,55,125,20442,2002,2007,2012,2018,4,F,1432,55_125_20442_2002_1
1249,55_125_20443,55,125,20443,2002,2007,2012,2019,4,F,1432,55_125_20443_2002_1
1250,55_125_20444,55,125,20444,2002,2007,2012,2019,4,F,2314,55_125_20444_2002_2
1251,55_125_20445,55,125,20445,2002,2007,2012,2018,4,F,3214,55_125_20445_2002_3
1252,55_125_20446,55,125,20446,2002,2007,2012,2019,4,F,2134,55_125_20446_2002_2
1253,55_125_20447,55,125,20447,2002,2007,2012,2018,4,F,2143,55_125_20447_2002_2
1254,55_125_20450,55,125,20450,2002,2007,2012,2018,4,M,1243,55_125_20450_2002_1
1255,55_125_20452,55,125,20452,2002,2007,2012,2019,4,M,1432,55_125_20452_2002_1
1256,55_125_20453,55,125,20453,2002,2007,2012,2018,4,F,3412,55_125_20453_2002_3
1257,55_125_20456,55,125,20456,2003,2008,2013,2019,4,F,2431,55_125_20456_2003_2
1258,55_125_20457,55,125,20457,2003,2008,2013,0,3,F,2314,55_125_20457_2003_2
1260,55_125_20459,55,125,20459,2003,2008,2013,0,3,F,2341,55_125_20459_2003_2
1262,55_125_20461,55,125,20461,2003,2008,2013,0,3,F,1243,55_125_20461_2003_1
1263,55_125_20462,55,125,20462,2003,2008,2013,0,3,F,4132,55_125_20462_2003_4
1264,55_125_20464,55,125,20464,2003,2008,2013,0,3,F,2314,55_125_20464_2003_2
1265,55_125_20465,55,125,20465,2003,2008,2013,2019,4,F,3124,55_125_20465_2003_3
1266,55_125_20466,55,125,20466,2003,2008,2013,2019,4,M,2341,55_125_20466_2003_2
