LandisData	EcoregionDiameterTable


>>Ecoregion	Species	Age	Diameter
222R betualle 139 42.691
222R betualle 140 42.963
222R betualle 141 43.235
222R betualle 142 43.46
222R betualle 143 43.685
222R betualle 144 43.909
222R betualle 145 44.134
222R betualle 146 44.359
222R betualle 147 44.584
222R betualle 148 44.809
222R betualle 149 45.033
222R betualle 150 45.258
222R betualle 151 45.483
222R betualle 152 45.708
222R betualle 153 45.932
222R betualle 154 46.157
222R betualle 155 46.382
222R betualle 156 46.607
222R betualle 157 46.831
222R betualle 158 47.056
222R betualle 159 47.281
222R betualle 160 47.506
222R betualle 161 47.731
222R betualle 162 47.955
222R betualle 163 48.18
222R betualle 164 48.405
222R betualle 165 48.616
222R betualle 166 48.826
222R betualle 167 49.037
222R betualle 168 49.248
222R betualle 169 49.459
222R betualle 170 49.669
222R betualle 171 49.88
222R betualle 172 50.091
222R betualle 173 50.302
222R betualle 174 50.513
222R betualle 175 50.723
222R betualle 176 50.934
222R betualle 177 51.145
222R betualle 178 51.356
222R betualle 179 51.566
222R betualle 180 51.777
222R betualle 181 51.988
222R betualle 182 52.199
222R betualle 183 52.409
222R betualle 184 52.62
222R betualle 185 52.831
222R betualle 186 53.042
222R betualle 187 53.252
222R betualle 188 53.463
222R betualle 189 53.75
222R betualle 190 54.037
222R betualle 191 54.324
222R betualle 192 54.61
222R betualle 193 54.897
222R betualle 194 55.184
222R betualle 195 55.471
222R betualle 196 55.757
222R betualle 197 56.044
222R betualle 198 56.331
222R betualle 199 56.618
222R betualle 200 56.904
222R betualle 201 57.191
222R betualle 202 57.478
222R betualle 203 57.765
222R betualle 204 58.051
222R betualle 205 58.338
222R betualle 206 58.625
222R betualle 207 58.767
222R betualle 208 58.909
222R betualle 209 59.05
222R betualle 210 59.192
222R betualle 211 59.334
222R betualle 212 59.476
222R betualle 213 59.618
222R betualle 214 59.76
222R betualle 215 59.901
222R betualle 216 60.043
222R betualle 217 60.185
222R betualle 218 60.327
222R betualle 219 60.469
222R betualle 220 60.611
222R betualle 221 60.752
222R betualle 222 60.894
222R betualle 223 61.036
222R betualle 224 61.178
222R betualle 225 61.32
222R betualle 226 61.462
222R betualle 227 61.603
222R betualle 228 61.745
222R betualle 229 61.887
222R betualle 230 62.029
222R betualle 231 62.171
222R betualle 232 62.313
222R betualle 233 62.454
222R betualle 234 62.596
222R betualle 235 62.738
222R betualle 236 62.88
222R betualle 237 63.022
222R betualle 238 63.164
222R betualle 239 63.305
222R betualle 240 63.447
222R betualle 241 63.589
222R betualle 242 63.756
222R betualle 243 63.923
222R betualle 244 64.09
222R betualle 245 64.258
222R betualle 246 64.425
222R betualle 247 64.592
222R betualle 248 64.759
222R betualle 249 64.926
222R betualle 250 65.093
222R betualle 251 65.26
222R betualle 252 65.428
222R betualle 253 65.595
222R betualle 254 65.762
222R betualle 255 65.929
222R betualle 256 66.096
222R betualle 257 66.263
222R betualle 258 66.43
222R betualle 259 66.598
222R betualle 260 66.765
222R betualle 261 66.932
222R betualle 262 67.099
222R betualle 263 67.266
222R betualle 264 67.433
222R betualle 265 67.6
222R betualle 266 67.767
222R betualle 267 67.935
222R betualle 268 68.102
222R betualle 269 68.269
222R betualle 270 68.436
222R betualle 271 68.603
222R betualle 272 68.85
222R betualle 273 69.098
222R betualle 274 69.345
222R betualle 275 69.592
222R betualle 276 69.839
222R betualle 277 70.086
222R betualle 278 70.333
222R betualle 279 70.581
222R betualle 280 70.828
222R betualle 281 71.075
222R betualle 282 71.322
222R betualle 283 71.569
222R betualle 284 71.816
222R betualle 285 72.064
222R betualle 286 72.311
222R betualle 287 72.558
222R betualle 288 72.805
222R betualle 289 73.052
222R betualle 290 73.3
222R betualle 291 73.547
222R betualle 292 73.794
222R betualle 293 74.041
222R betualle 294 74.288
222R betualle 295 74.535
222R betualle 296 74.783
222R betualle 297 75.03
222R betualle 298 75.277
222R betualle 299 75.524
222R betualle 300 75.771
222R betualle 301 76.018
222R betualle 302 76.266
222R betualle 303 76.513
222R betualle 304 76.76
222R betualle 305 77.007
222R betualle 306 77.254
222R betualle 307 77.502
222R betualle 308 77.749
222R betualle 309 77.996
222R betualle 310 78.243
222R betualle 311 78.49
222R betualle 312 78.737
222R betualle 313 78.985
222R betualle 314 79.232
222R betualle 315 79.479
212K quervelu 1 2.54
212K quervelu 2 3.211
212K quervelu 3 3.881
212K quervelu 4 4.552
212K quervelu 5 5.222
212K quervelu 6 6.581
212K quervelu 7 7.941
212K quervelu 8 10.336
212K quervelu 9 12.114
212K quervelu 10 13.892
212K quervelu 11 14.148
212K quervelu 12 14.405
212K quervelu 13 14.661
212K quervelu 14 14.918
212K quervelu 15 15.175
212K quervelu 16 15.431
212K quervelu 17 15.688
212K quervelu 18 15.944
212K quervelu 19 16.201
212K quervelu 20 16.457
212K quervelu 21 16.714
212K quervelu 22 16.971
212K quervelu 23 17.227
212K quervelu 24 17.484
212K quervelu 25 17.74
212K quervelu 26 17.997
212K quervelu 27 18.359
212K quervelu 28 18.721
212K quervelu 29 19.083
212K quervelu 30 19.444
212K quervelu 31 19.806
212K quervelu 32 20.168
212K quervelu 33 20.53
212K quervelu 34 20.892
212K quervelu 35 21.254
212K quervelu 36 21.615
212K quervelu 37 21.977
212K quervelu 38 22.339
212K quervelu 39 22.701
212K quervelu 40 23.063
212K quervelu 41 23.454
212K quervelu 42 23.844
212K quervelu 43 24.235
212K quervelu 44 24.626
212K quervelu 45 25.017
212K quervelu 46 25.408
212K quervelu 47 25.799
212K quervelu 48 26.19
212K quervelu 49 26.581
212K quervelu 50 26.971
212K quervelu 51 27.362
212K quervelu 52 27.753
212K quervelu 53 28.144
212K quervelu 54 28.565
212K quervelu 55 28.985
212K quervelu 56 29.406
212K quervelu 57 29.827
212K quervelu 58 30.248
212K quervelu 59 30.668
212K quervelu 60 31.089
212K quervelu 61 31.51
212K quervelu 62 31.931
212K quervelu 63 32.351
212K quervelu 64 32.772
212K quervelu 65 33.193
212K quervelu 66 33.624
212K quervelu 67 34.056
212K quervelu 68 34.487
212K quervelu 69 34.919
212K quervelu 70 35.35
212K quervelu 71 35.782
212K quervelu 72 36.213
212K quervelu 73 36.645
212K quervelu 74 37.076
212K quervelu 75 37.508
212K quervelu 76 37.939
212K quervelu 77 38.371
212K quervelu 78 38.826
212K quervelu 79 39.281
212K quervelu 80 39.737
212K quervelu 81 40.192
212K quervelu 82 40.647
212K quervelu 83 41.103
212K quervelu 84 41.558
212K quervelu 85 42.013
212K quervelu 86 42.468
212K quervelu 87 42.924
212K quervelu 88 43.379
212K quervelu 89 43.86
212K quervelu 90 44.342
212K quervelu 91 44.823
212K quervelu 92 45.305
212K quervelu 93 45.786
212K quervelu 94 46.267
212K quervelu 95 46.749
212K quervelu 96 47.23
212K quervelu 97 47.711
212K quervelu 98 48.193
212K quervelu 99 48.674
212K quervelu 100 49.154
212K quervelu 101 49.635
212K quervelu 102 50.115
212K quervelu 103 50.595
212K quervelu 104 51.075
212K quervelu 105 51.555
212K quervelu 106 52.035
212K quervelu 107 52.516
212K quervelu 108 52.996
212K quervelu 109 53.476
212K quervelu 110 54.036
212K quervelu 111 54.595
212K quervelu 112 55.155
212K quervelu 113 55.715
212K quervelu 114 56.274
212K quervelu 115 56.834
212K quervelu 116 57.394
212K quervelu 117 57.953
212K quervelu 118 58.513
212K quervelu 119 59.038
212K quervelu 120 59.563
212K quervelu 121 60.088
212K quervelu 122 60.613
212K quervelu 123 61.138
212K quervelu 124 61.663
212K quervelu 125 62.188
212K quervelu 126 62.713
212K quervelu 127 63.238
212K quervelu 128 63.763
212K quervelu 129 64.526
212K quervelu 130 65.289
212K quervelu 131 66.052
212K quervelu 132 66.815
212K quervelu 133 67.578
212K quervelu 134 68.341
212K quervelu 135 69.104
212K quervelu 136 69.569
212K quervelu 137 70.034
212K quervelu 138 70.499
212K quervelu 139 70.964
212K quervelu 140 71.429
212K quervelu 141 71.895
212K quervelu 142 72.36
212K quervelu 143 72.825
212K quervelu 144 73.29
212K quervelu 145 73.755
212K quervelu 146 74.39
212K quervelu 147 75.024
212K quervelu 148 75.659
212K quervelu 149 76.293
212K quervelu 150 76.928
212K quervelu 151 77.562
212K quervelu 152 78.197
212K quervelu 153 78.831
212K quervelu 154 79.606
212K quervelu 155 80.38
212K quervelu 156 81.155
212K quervelu 157 81.929
212K quervelu 158 82.704
212K quervelu 159 83.478
212K quervelu 160 84.253
212K quervelu 161 84.96
212K quervelu 162 85.668
212K quervelu 163 86.376
212Y quervelu 1 2.54
212Y quervelu 2 3.211
212Y quervelu 3 3.881
212Y quervelu 4 4.552
212Y quervelu 5 5.222
212Y quervelu 6 6.581
212Y quervelu 7 7.941
212Y quervelu 8 10.336
212Y quervelu 9 12.114
212Y quervelu 10 13.892
212Y quervelu 11 14.148
212Y quervelu 12 14.405
212Y quervelu 13 14.661
212Y quervelu 14 14.918
212Y quervelu 15 15.175
212Y quervelu 16 15.431
212Y quervelu 17 15.688
212Y quervelu 18 15.944
212Y quervelu 19 16.201
212Y quervelu 20 16.457
212Y quervelu 21 16.714
212Y quervelu 22 16.971
212Y quervelu 23 17.227
212Y quervelu 24 17.484
212Y quervelu 25 17.74
212Y quervelu 26 17.997
212Y quervelu 27 18.359
212Y quervelu 28 18.721
212Y quervelu 29 19.083
212Y quervelu 30 19.444
212Y quervelu 31 19.806
212Y quervelu 32 20.168
212Y quervelu 33 20.53
212Y quervelu 34 20.892
212Y quervelu 35 21.254
212Y quervelu 36 21.615
212Y quervelu 37 21.977
212Y quervelu 38 22.339
212Y quervelu 39 22.701
212Y quervelu 40 23.063
212Y quervelu 41 23.454
212Y quervelu 42 23.844
212Y quervelu 43 24.235
212Y quervelu 44 24.626
212Y quervelu 45 25.017
212Y quervelu 46 25.408
212Y quervelu 47 25.799
212Y quervelu 48 26.19
212Y quervelu 49 26.581
212Y quervelu 50 26.971
212Y quervelu 51 27.362
212Y quervelu 52 27.753
212Y quervelu 53 28.144
212Y quervelu 54 28.565
212Y quervelu 55 28.985
212Y quervelu 56 29.406
212Y quervelu 57 29.827
212Y quervelu 58 30.248
212Y quervelu 59 30.668
212Y quervelu 60 31.089
212Y quervelu 61 31.51
212Y quervelu 62 31.931
212Y quervelu 63 32.351
212Y quervelu 64 32.772
212Y quervelu 65 33.193
212Y quervelu 66 33.624
212Y quervelu 67 34.056
212Y quervelu 68 34.487
212Y quervelu 69 34.919
212Y quervelu 70 35.35
212Y quervelu 71 35.782
212Y quervelu 72 36.213
212Y quervelu 73 36.645
212Y quervelu 74 37.076
212Y quervelu 75 37.508
212Y quervelu 76 37.939
212Y quervelu 77 38.371
212Y quervelu 78 38.826
212Y quervelu 79 39.281
212Y quervelu 80 39.737
212Y quervelu 81 40.192
212Y quervelu 82 40.647
212Y quervelu 83 41.103
212Y quervelu 84 41.558
212Y quervelu 85 42.013
212Y quervelu 86 42.468
212Y quervelu 87 42.924
212Y quervelu 88 43.379
212Y quervelu 89 43.86
212Y quervelu 90 44.342
212Y quervelu 91 44.823
212Y quervelu 92 45.305
212Y quervelu 93 45.786
212Y quervelu 94 46.267
212Y quervelu 95 46.749
212Y quervelu 96 47.23
212Y quervelu 97 47.711
212Y quervelu 98 48.193
212Y quervelu 99 48.674
212Y quervelu 100 49.154
212Y quervelu 101 49.635
212Y quervelu 102 50.115
212Y quervelu 103 50.595
212Y quervelu 104 51.075
212Y quervelu 105 51.555
212Y quervelu 106 52.035
212Y quervelu 107 52.516
212Y quervelu 108 52.996
212Y quervelu 109 53.476
212Y quervelu 110 54.036
212Y quervelu 111 54.595
212Y quervelu 112 55.155
212Y quervelu 113 55.715
212Y quervelu 114 56.274
212Y quervelu 115 56.834
212Y quervelu 116 57.394
212Y quervelu 117 57.953
212Y quervelu 118 58.513
212Y quervelu 119 59.038
212Y quervelu 120 59.563
212Y quervelu 121 60.088
212Y quervelu 122 60.613
212Y quervelu 123 61.138
212Y quervelu 124 61.663
212Y quervelu 125 62.188
212Y quervelu 126 62.713
212Y quervelu 127 63.238
212Y quervelu 128 63.763
212Y quervelu 129 64.526
212Y quervelu 130 65.289
212Y quervelu 131 66.052
212Y quervelu 132 66.815
212Y quervelu 133 67.578
212Y quervelu 134 68.341
212Y quervelu 135 69.104
212Y quervelu 136 69.569
212Y quervelu 137 70.034
212Y quervelu 138 70.499
212Y quervelu 139 70.964
212Y quervelu 140 71.429
212Y quervelu 141 71.895
212Y quervelu 142 72.36
212Y quervelu 143 72.825
212Y quervelu 144 73.29
212Y quervelu 145 73.755
212Y quervelu 146 74.39
212Y quervelu 147 75.024
212Y quervelu 148 75.659
212Y quervelu 149 76.293
212Y quervelu 150 76.928
212Y quervelu 151 77.562
212Y quervelu 152 78.197
212Y quervelu 153 78.831
212Y quervelu 154 79.606
212Y quervelu 155 80.38
212Y quervelu 156 81.155
212Y quervelu 157 81.929
212Y quervelu 158 82.704
212Y quervelu 159 83.478
212Y quervelu 160 84.253
212Y quervelu 161 84.96
212Y quervelu 162 85.668
212Y quervelu 163 86.376
212Q quervelu 1 2.54
212Q quervelu 2 3.211
212Q quervelu 3 3.881
212Q quervelu 4 4.552
212Q quervelu 5 5.222
212Q quervelu 6 6.581
212Q quervelu 7 7.941
212Q quervelu 8 10.336
212Q quervelu 9 12.114
212Q quervelu 10 13.892
212Q quervelu 11 14.148
212Q quervelu 12 14.405
212Q quervelu 13 14.661
212Q quervelu 14 14.918
212Q quervelu 15 15.175
212Q quervelu 16 15.431
212Q quervelu 17 15.688
212Q quervelu 18 15.944
212Q quervelu 19 16.201
212Q quervelu 20 16.457
212Q quervelu 21 16.714
212Q quervelu 22 16.971
212Q quervelu 23 17.227
212Q quervelu 24 17.484
212Q quervelu 25 17.74
212Q quervelu 26 17.997
212Q quervelu 27 18.359
212Q quervelu 28 18.721
212Q quervelu 29 19.083
212Q quervelu 30 19.444
212Q quervelu 31 19.806
212Q quervelu 32 20.168
212Q quervelu 33 20.53
212Q quervelu 34 20.892
212Q quervelu 35 21.254
212Q quervelu 36 21.615
212Q quervelu 37 21.977
212Q quervelu 38 22.339
212Q quervelu 39 22.701
212Q quervelu 40 23.063
212Q quervelu 41 23.454
212Q quervelu 42 23.844
212Q quervelu 43 24.235
212Q quervelu 44 24.626
212Q quervelu 45 25.017
212Q quervelu 46 25.408
212Q quervelu 47 25.799
212Q quervelu 48 26.19
212Q quervelu 49 26.581
212Q quervelu 50 26.971
212Q quervelu 51 27.362
212Q quervelu 52 27.753
212Q quervelu 53 28.144
212Q quervelu 54 28.565
212Q quervelu 55 28.985
212Q quervelu 56 29.406
212Q quervelu 57 29.827
212Q quervelu 58 30.248
212Q quervelu 59 30.668
212Q quervelu 60 31.089
212Q quervelu 61 31.51
212Q quervelu 62 31.931
212Q quervelu 63 32.351
212Q quervelu 64 32.772
212Q quervelu 65 33.193
212Q quervelu 66 33.624
212Q quervelu 67 34.056
212Q quervelu 68 34.487
212Q quervelu 69 34.919
212Q quervelu 70 35.35
212Q quervelu 71 35.782
212Q quervelu 72 36.213
212Q quervelu 73 36.645
212Q quervelu 74 37.076
212Q quervelu 75 37.508
212Q quervelu 76 37.939
212Q quervelu 77 38.371
212Q quervelu 78 38.826
212Q quervelu 79 39.281
212Q quervelu 80 39.737
212Q quervelu 81 40.192
212Q quervelu 82 40.647
212Q quervelu 83 41.103
212Q quervelu 84 41.558
212Q quervelu 85 42.013
212Q quervelu 86 42.468
212Q quervelu 87 42.924
212Q quervelu 88 43.379
212Q quervelu 89 43.86
212Q quervelu 90 44.342
212Q quervelu 91 44.823
212Q quervelu 92 45.305
212Q quervelu 93 45.786
212Q quervelu 94 46.267
212Q quervelu 95 46.749
212Q quervelu 96 47.23
212Q quervelu 97 47.711
212Q quervelu 98 48.193
212Q quervelu 99 48.674
212Q quervelu 100 49.154
212Q quervelu 101 49.635
212Q quervelu 102 50.115
212Q quervelu 103 50.595
212Q quervelu 104 51.075
212Q quervelu 105 51.555
212Q quervelu 106 52.035
212Q quervelu 107 52.516
212Q quervelu 108 52.996
212Q quervelu 109 53.476
212Q quervelu 110 54.036
212Q quervelu 111 54.595
212Q quervelu 112 55.155
212Q quervelu 113 55.715
212Q quervelu 114 56.274
212Q quervelu 115 56.834
212Q quervelu 116 57.394
212Q quervelu 117 57.953
212Q quervelu 118 58.513
212Q quervelu 119 59.038
212Q quervelu 120 59.563
212Q quervelu 121 60.088
212Q quervelu 122 60.613
212Q quervelu 123 61.138
212Q quervelu 124 61.663
212Q quervelu 125 62.188
212Q quervelu 126 62.713
212Q quervelu 127 63.238
212Q quervelu 128 63.763
212Q quervelu 129 64.526
212Q quervelu 130 65.289
212Q quervelu 131 66.052
212Q quervelu 132 66.815
212Q quervelu 133 67.578
212Q quervelu 134 68.341
212Q quervelu 135 69.104
212Q quervelu 136 69.569
212Q quervelu 137 70.034
212Q quervelu 138 70.499
212Q quervelu 139 70.964
212Q quervelu 140 71.429
212Q quervelu 141 71.895
212Q quervelu 142 72.36
212Q quervelu 143 72.825
212Q quervelu 144 73.29
212Q quervelu 145 73.755
212Q quervelu 146 74.39
212Q quervelu 147 75.024
212Q quervelu 148 75.659
212Q quervelu 149 76.293
212Q quervelu 150 76.928
212Q quervelu 151 77.562
212Q quervelu 152 78.197
212Q quervelu 153 78.831
212Q quervelu 154 79.606
212Q quervelu 155 80.38
212Q quervelu 156 81.155
212Q quervelu 157 81.929
212Q quervelu 158 82.704
212Q quervelu 159 83.478
212Q quervelu 160 84.253
212Q quervelu 161 84.96
212Q quervelu 162 85.668
212Q quervelu 163 86.376
212X quervelu 1 2.54
212X quervelu 2 3.211
212X quervelu 3 3.881
212X quervelu 4 4.552
212X quervelu 5 5.222
212X quervelu 6 6.581
212X quervelu 7 7.941
212X quervelu 8 10.336
212X quervelu 9 12.114
212X quervelu 10 13.892
212X quervelu 11 14.148
212X quervelu 12 14.405
212X quervelu 13 14.661
212X quervelu 14 14.918
212X quervelu 15 15.175
212X quervelu 16 15.431
212X quervelu 17 15.688
212X quervelu 18 15.944
212X quervelu 19 16.201
212X quervelu 20 16.457
212X quervelu 21 16.714
212X quervelu 22 16.971
212X quervelu 23 17.227
212X quervelu 24 17.484
212X quervelu 25 17.74
212X quervelu 26 17.997
212X quervelu 27 18.359
212X quervelu 28 18.721
212X quervelu 29 19.083
212X quervelu 30 19.444
212X quervelu 31 19.806
212X quervelu 32 20.168
212X quervelu 33 20.53
212X quervelu 34 20.892
212X quervelu 35 21.254
212X quervelu 36 21.615
212X quervelu 37 21.977
212X quervelu 38 22.339
212X quervelu 39 22.701
212X quervelu 40 23.063
212X quervelu 41 23.454
212X quervelu 42 23.844
212X quervelu 43 24.235
212X quervelu 44 24.626
212X quervelu 45 25.017
212X quervelu 46 25.408
212X quervelu 47 25.799
212X quervelu 48 26.19
212X quervelu 49 26.581
212X quervelu 50 26.971
212X quervelu 51 27.362
212X quervelu 52 27.753
212X quervelu 53 28.144
212X quervelu 54 28.565
212X quervelu 55 28.985
212X quervelu 56 29.406
212X quervelu 57 29.827
212X quervelu 58 30.248
212X quervelu 59 30.668
212X quervelu 60 31.089
212X quervelu 61 31.51
212X quervelu 62 31.931
212X quervelu 63 32.351
212X quervelu 64 32.772
212X quervelu 65 33.193
212X quervelu 66 33.624
212X quervelu 67 34.056
212X quervelu 68 34.487
212X quervelu 69 34.919
212X quervelu 70 35.35
212X quervelu 71 35.782
212X quervelu 72 36.213
212X quervelu 73 36.645
212X quervelu 74 37.076
212X quervelu 75 37.508
212X quervelu 76 37.939
212X quervelu 77 38.371
212X quervelu 78 38.826
212X quervelu 79 39.281
212X quervelu 80 39.737
212X quervelu 81 40.192
212X quervelu 82 40.647
212X quervelu 83 41.103
212X quervelu 84 41.558
212X quervelu 85 42.013
212X quervelu 86 42.468
212X quervelu 87 42.924
212X quervelu 88 43.379
212X quervelu 89 43.86
212X quervelu 90 44.342
212X quervelu 91 44.823
212X quervelu 92 45.305
212X quervelu 93 45.786
212X quervelu 94 46.267
212X quervelu 95 46.749
212X quervelu 96 47.23
212X quervelu 97 47.711
212X quervelu 98 48.193
212X quervelu 99 48.674
212X quervelu 100 49.154
212X quervelu 101 49.635
212X quervelu 102 50.115
212X quervelu 103 50.595
212X quervelu 104 51.075
212X quervelu 105 51.555
212X quervelu 106 52.035
212X quervelu 107 52.516
212X quervelu 108 52.996
212X quervelu 109 53.476
212X quervelu 110 54.036
212X quervelu 111 54.595
212X quervelu 112 55.155
212X quervelu 113 55.715
212X quervelu 114 56.274
212X quervelu 115 56.834
212X quervelu 116 57.394
212X quervelu 117 57.953
212X quervelu 118 58.513
212X quervelu 119 59.038
212X quervelu 120 59.563
212X quervelu 121 60.088
212X quervelu 122 60.613
212X quervelu 123 61.138
212X quervelu 124 61.663
212X quervelu 125 62.188
212X quervelu 126 62.713
212X quervelu 127 63.238
212X quervelu 128 63.763
212X quervelu 129 64.526
212X quervelu 130 65.289
212X quervelu 131 66.052
212X quervelu 132 66.815
212X quervelu 133 67.578
212X quervelu 134 68.341
212X quervelu 135 69.104
212X quervelu 136 69.569
212X quervelu 137 70.034
212X quervelu 138 70.499
212X quervelu 139 70.964
212X quervelu 140 71.429
212X quervelu 141 71.895
212X quervelu 142 72.36
212X quervelu 143 72.825
212X quervelu 144 73.29
212X quervelu 145 73.755
212X quervelu 146 74.39
212X quervelu 147 75.024
212X quervelu 148 75.659
212X quervelu 149 76.293
212X quervelu 150 76.928
212X quervelu 151 77.562
212X quervelu 152 78.197
212X quervelu 153 78.831
212X quervelu 154 79.606
212X quervelu 155 80.38
212X quervelu 156 81.155
212X quervelu 157 81.929
212X quervelu 158 82.704
212X quervelu 159 83.478
212X quervelu 160 84.253
212X quervelu 161 84.96
212X quervelu 162 85.668
212X quervelu 163 86.376
212Z quervelu 1 2.54
212Z quervelu 2 3.211
212Z quervelu 3 3.881
212Z quervelu 4 4.552
212Z quervelu 5 5.222
212Z quervelu 6 6.581
212Z quervelu 7 7.941
212Z quervelu 8 10.336
212Z quervelu 9 12.114
212Z quervelu 10 13.892
212Z quervelu 11 14.148
212Z quervelu 12 14.405
212Z quervelu 13 14.661
212Z quervelu 14 14.918
212Z quervelu 15 15.175
212Z quervelu 16 15.431
212Z quervelu 17 15.688
212Z quervelu 18 15.944
212Z quervelu 19 16.201
212Z quervelu 20 16.457
212Z quervelu 21 16.714
212Z quervelu 22 16.971
212Z quervelu 23 17.227
212Z quervelu 24 17.484
212Z quervelu 25 17.74
212Z quervelu 26 17.997
212Z quervelu 27 18.359
212Z quervelu 28 18.721
212Z quervelu 29 19.083
212Z quervelu 30 19.444
212Z quervelu 31 19.806
212Z quervelu 32 20.168
212Z quervelu 33 20.53
212Z quervelu 34 20.892
212Z quervelu 35 21.254
212Z quervelu 36 21.615
212Z quervelu 37 21.977
212Z quervelu 38 22.339
212Z quervelu 39 22.701
212Z quervelu 40 23.063
212Z quervelu 41 23.454
212Z quervelu 42 23.844
212Z quervelu 43 24.235
212Z quervelu 44 24.626
212Z quervelu 45 25.017
212Z quervelu 46 25.408
212Z quervelu 47 25.799
212Z quervelu 48 26.19
212Z quervelu 49 26.581
212Z quervelu 50 26.971
212Z quervelu 51 27.362
212Z quervelu 52 27.753
212Z quervelu 53 28.144
212Z quervelu 54 28.565
212Z quervelu 55 28.985
212Z quervelu 56 29.406
212Z quervelu 57 29.827
212Z quervelu 58 30.248
212Z quervelu 59 30.668
212Z quervelu 60 31.089
212Z quervelu 61 31.51
212Z quervelu 62 31.931
212Z quervelu 63 32.351
212Z quervelu 64 32.772
212Z quervelu 65 33.193
212Z quervelu 66 33.624
212Z quervelu 67 34.056
212Z quervelu 68 34.487
212Z quervelu 69 34.919
212Z quervelu 70 35.35
212Z quervelu 71 35.782
212Z quervelu 72 36.213
212Z quervelu 73 36.645
212Z quervelu 74 37.076
212Z quervelu 75 37.508
212Z quervelu 76 37.939
212Z quervelu 77 38.371
212Z quervelu 78 38.826
212Z quervelu 79 39.281
212Z quervelu 80 39.737
212Z quervelu 81 40.192
212Z quervelu 82 40.647
212Z quervelu 83 41.103
212Z quervelu 84 41.558
212Z quervelu 85 42.013
212Z quervelu 86 42.468
212Z quervelu 87 42.924
212Z quervelu 88 43.379
212Z quervelu 89 43.86
212Z quervelu 90 44.342
212Z quervelu 91 44.823
212Z quervelu 92 45.305
212Z quervelu 93 45.786
212Z quervelu 94 46.267
212Z quervelu 95 46.749
212Z quervelu 96 47.23
212Z quervelu 97 47.711
212Z quervelu 98 48.193
212Z quervelu 99 48.674
212Z quervelu 100 49.154
212Z quervelu 101 49.635
212Z quervelu 102 50.115
212Z quervelu 103 50.595
212Z quervelu 104 51.075
212Z quervelu 105 51.555
212Z quervelu 106 52.035
212Z quervelu 107 52.516
212Z quervelu 108 52.996
212Z quervelu 109 53.476
212Z quervelu 110 54.036
212Z quervelu 111 54.595
212Z quervelu 112 55.155
212Z quervelu 113 55.715
212Z quervelu 114 56.274
212Z quervelu 115 56.834
212Z quervelu 116 57.394
212Z quervelu 117 57.953
212Z quervelu 118 58.513
212Z quervelu 119 59.038
212Z quervelu 120 59.563
212Z quervelu 121 60.088
212Z quervelu 122 60.613
212Z quervelu 123 61.138
212Z quervelu 124 61.663
212Z quervelu 125 62.188
212Z quervelu 126 62.713
212Z quervelu 127 63.238
212Z quervelu 128 63.763
212Z quervelu 129 64.526
212Z quervelu 130 65.289
212Z quervelu 131 66.052
212Z quervelu 132 66.815
212Z quervelu 133 67.578
212Z quervelu 134 68.341
212Z quervelu 135 69.104
212Z quervelu 136 69.569
212Z quervelu 137 70.034
212Z quervelu 138 70.499
212Z quervelu 139 70.964
212Z quervelu 140 71.429
212Z quervelu 141 71.895
212Z quervelu 142 72.36
212Z quervelu 143 72.825
212Z quervelu 144 73.29
212Z quervelu 145 73.755
212Z quervelu 146 74.39
212Z quervelu 147 75.024
212Z quervelu 148 75.659
212Z quervelu 149 76.293
212Z quervelu 150 76.928
212Z quervelu 151 77.562
212Z quervelu 152 78.197
212Z quervelu 153 78.831
212Z quervelu 154 79.606
212Z quervelu 155 80.38
212Z quervelu 156 81.155
212Z quervelu 157 81.929
212Z quervelu 158 82.704
212Z quervelu 159 83.478
212Z quervelu 160 84.253
212Z quervelu 161 84.96
212Z quervelu 162 85.668
212Z quervelu 163 86.376
212T quervelu 1 2.54
212T quervelu 2 3.211
212T quervelu 3 3.881
212T quervelu 4 4.552
212T quervelu 5 5.222
212T quervelu 6 6.581
212T quervelu 7 7.941
212T quervelu 8 10.336
212T quervelu 9 12.114
212T quervelu 10 13.892
212T quervelu 11 14.148
212T quervelu 12 14.405
212T quervelu 13 14.661
212T quervelu 14 14.918
212T quervelu 15 15.175
212T quervelu 16 15.431
212T quervelu 17 15.688
212T quervelu 18 15.944
212T quervelu 19 16.201
212T quervelu 20 16.457
212T quervelu 21 16.714
212T quervelu 22 16.971
212T quervelu 23 17.227
212T quervelu 24 17.484
212T quervelu 25 17.74
212T quervelu 26 17.997
212T quervelu 27 18.359
212T quervelu 28 18.721
212T quervelu 29 19.083
212T quervelu 30 19.444
212T quervelu 31 19.806
212T quervelu 32 20.168
212T quervelu 33 20.53
212T quervelu 34 20.892
212T quervelu 35 21.254
212T quervelu 36 21.615
212T quervelu 37 21.977
212T quervelu 38 22.339
212T quervelu 39 22.701
212T quervelu 40 23.063
212T quervelu 41 23.454
212T quervelu 42 23.844
212T quervelu 43 24.235
212T quervelu 44 24.626
212T quervelu 45 25.017
212T quervelu 46 25.408
212T quervelu 47 25.799
212T quervelu 48 26.19
212T quervelu 49 26.581
212T quervelu 50 26.971
212T quervelu 51 27.362
212T quervelu 52 27.753
212T quervelu 53 28.144
212T quervelu 54 28.565
212T quervelu 55 28.985
212T quervelu 56 29.406
212T quervelu 57 29.827
212T quervelu 58 30.248
